technique_type,transitive_trace_type,direct_algebraic_model,transitive_algebraic_model,transitive_scaling,transitive_aggregation,technique_aggregation,ap,auc,lag,name,query_id
DIRECT,direct,LSI,NA,NA,NA,NA,0.3338011651669731,0.5935320583559054,8958.553433835847,(. (LSI NT) (0 2)),0
DIRECT,direct,VSM,NA,NA,NA,NA,0.3409457049808863,0.6130744314433633,8494.24690117253,(. (VSM NT) (0 2)),0
TRANSITIVE,none,NA,VSM,GLOBAL,MAX,NA,0.3759154461752884,0.6713395319002757,7243.676716917923,(x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,GLOBAL,SUM,NA,0.3836207642162316,0.6770235934664246,7118.402680067002,(x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,GLOBAL,PCA,NA,0.3622137152402616,0.6515445953299468,7679.954438860971,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,SUM,NA,0.3836207642162316,0.6770235934664246,7118.402680067002,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,PCA,NA,0.3622137152402616,0.6515445953299468,7679.954438860971,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,MAX,NA,0.3759154461752884,0.6713395319002757,7243.676716917923,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,SUM,NA,0.42421639664972666,0.6823258306049304,7001.538693467337,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,PCA,NA,0.35490254322660875,0.6152188802451459,8480.575879396985,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,MAX,NA,0.36192989250113655,0.6621214511760253,7446.843216080402,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,SUM,NA,0.4198152619777687,0.6698585790416085,7276.316917922948,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,PCA,NA,0.3569388954994989,0.6082656476575253,8633.82512562814,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,MAX,NA,0.364548793472745,0.6628415063824872,7430.973199329983,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
HYBRID,none,VSM,LSI,GLOBAL,PCA,PCA,0.3643342294728952,0.6346548532134356,8052.207035175879,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,SUM,MAX,0.39278698881734414,0.6727759107090201,7219.788609715243,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,SUM,SUM,0.39886953628223926,0.6805516238178186,7040.642211055277,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,SUM,PCA,0.3724638706333476,0.6596704484309023,7500.863316582914,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,PCA,MAX,0.3626922810858194,0.6246524212107117,8255.11959798995,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,PCA,SUM,0.3712483825567881,0.6350999097118989,8042.397989949749,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,MAX,MAX,0.363489333165164,0.6484171614272208,7694.042211055276,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,PCA,SUM,0.36853572769158655,0.6301571985760624,8151.335343383585,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,MAX,PCA,0.35650556920974025,0.6406158286897282,7920.827135678392,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,SUM,MAX,0.3872030031314928,0.6631333087093056,7434.462981574539,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,SUM,SUM,0.39414707541106886,0.6721517296099372,7225.775879396985,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,SUM,PCA,0.3700218745668507,0.6545334506774647,7614.082747068676,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,PCA,MAX,0.358963596070453,0.6188404667013228,8396.580234505862,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,MAX,PCA,0.3574949867090504,0.6410498651758489,7911.260971524288,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,INDEPENDENT,MAX,SUM,0.36872016587373346,0.659314661632421,7508.70485762144,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,LSI,GLOBAL,MAX,SUM,0.3704417720835771,0.6597815301553137,7498.4150753768845,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0
HYBRID,none,VSM,VSM,INDEPENDENT,SUM,MAX,0.37252456837749526,0.6585303407539818,7480.927638190955,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,INDEPENDENT,PCA,PCA,0.35517104345299944,0.6324375203300228,8101.071356783919,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,MAX,PCA,0.35991572764754787,0.6408687569730078,7915.253936348408,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,SUM,MAX,0.37252456837749526,0.6585303407539818,7480.927638190955,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,SUM,SUM,0.3745475323409939,0.6618733716981763,7452.317252931323,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,SUM,PCA,0.35826894136168064,0.638009800970977,7978.259631490787,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,PCA,MAX,0.35595151220071747,0.6393034288198403,7925.775209380235,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,PCA,SUM,0.3620584272009218,0.6435397191644856,7856.395979899497,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,GLOBAL,PCA,PCA,0.35517104345299944,0.6324375203300228,8101.071356783919,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,INDEPENDENT,MAX,MAX,0.3714380114092208,0.6544922434313126,7592.5899497487435,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
HYBRID,none,VSM,VSM,INDEPENDENT,MAX,SUM,0.3751897661826185,0.6633102749075079,7420.628140703518,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0
