technique_type,transitive_trace_type,direct_algebraic_model,transitive_algebraic_model,transitive_scaling,transitive_aggregation,technique_aggregation,ap,auc,lag,name,query_id
DIRECT,direct,LSI,NA,NA,NA,NA,0.5034709303270136,0.5364753490440191,46462.32043787467,(. (LSI NT) (0 2)),0
DIRECT,direct,VSM,NA,NA,NA,NA,0.5029159998120842,0.5447327981026184,44853.564471087615,(. (VSM NT) (0 2)),0
TRANSITIVE,lower,NA,LSI,INDEPENDENT,MAX,NA,0.858443385790936,0.9066181619606586,9360.315299549466,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,lower,NA,LSI,GLOBAL,PCA,NA,0.6839551747010321,0.813586970901156,18685.493390922293,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,lower,NA,LSI,GLOBAL,SUM,NA,0.6691121362083708,0.8641847358083344,13613.714636779983,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,lower,NA,LSI,GLOBAL,MAX,NA,0.858443385790936,0.9066181619606586,9360.315299549466,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,INDEPENDENT,PCA,NA,0.6961271534048098,0.8466924623701588,15367.08764940239,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,INDEPENDENT,SUM,NA,0.6693892819199775,0.8754386846443838,12485.65256730089,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,INDEPENDENT,MAX,NA,0.8724431305292963,0.9044784005630824,9574.798562758313,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,GLOBAL,PCA,NA,0.6961271534048098,0.8466921317689423,15367.12078787653,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,GLOBAL,SUM,NA,0.6693892819199775,0.8754386846443838,12485.65256730089,(x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,VSM,GLOBAL,MAX,NA,0.8724431305292963,0.9044784005630824,9574.798562758313,(x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,LSI,INDEPENDENT,PCA,NA,1.0,0.9999999979569588,0.00026063968425363965,(x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,LSI,INDEPENDENT,SUM,NA,1.0,0.9999999977712278,0.00022340544364597684,(x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,LSI,INDEPENDENT,MAX,NA,1.0,0.9999950118219819,0.4032468257809882,(x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,LSI,GLOBAL,SUM,NA,1.0,0.9999999977712278,0.00022340544364597684,(x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,LSI,GLOBAL,MAX,NA,1.0,0.9999950118219819,0.4032468257809882,(x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,VSM,INDEPENDENT,PCA,NA,1.0,0.9999999979569588,0.00026063968425363965,(x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,VSM,INDEPENDENT,SUM,NA,1.0,0.9999999977712278,0.00022340544364597684,(x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,VSM,INDEPENDENT,MAX,NA,1.0,0.9999950118219819,0.4032468257809882,(x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,VSM,GLOBAL,PCA,NA,1.0,0.9999999979569588,0.00026063968425363965,(x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,VSM,GLOBAL,SUM,NA,1.0,0.9999999977712278,0.00022340544364597684,(x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,all,NA,VSM,GLOBAL,MAX,NA,1.0,0.9999950118219819,0.4032468257809882,(x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM T) (1 2)))),0
TRANSITIVE,lower,NA,LSI,INDEPENDENT,SUM,NA,0.6691121362083708,0.8694890109361022,13082.03001079793,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,lower,NA,LSI,INDEPENDENT,PCA,NA,0.6840326287430452,0.8216998183308055,17872.27530997505,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,all,NA,LSI,GLOBAL,PCA,NA,1.0,0.9999999979569588,0.00026063968425363965,(x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI T) (1 2)))),0
TRANSITIVE,upper,NA,VSM,GLOBAL,SUM,NA,0.7108286692025353,0.9352207391206897,6554.444986409502,(x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,upper,NA,VSM,GLOBAL,MAX,NA,0.7382573331905227,0.9446721446290249,5607.064452470492,(x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,PCA,NA,0.34206790662286407,0.5011872823912448,49999.4903749488,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,SUM,NA,0.4835843999373582,0.6501016101538872,35072.764903004805,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,INDEPENDENT,MAX,NA,0.49683497790129333,0.5747844005804096,42622.33603902149,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,PCA,NA,0.34004880424320516,0.4916679030440196,50953.68440257661,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,MAX,NA,0.508774096263923,0.5863183456162092,41466.207990468036,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,PCA,NA,0.44764505820277606,0.5972785069813109,40367.59429571434,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,SUM,NA,0.5137598081492438,0.6616436058865024,33915.829876754666,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,INDEPENDENT,MAX,NA,0.5355889706188977,0.6145273873463363,38638.61827456529,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,GLOBAL,PCA,NA,0.44764505820277606,0.5972785069813109,40367.59429571434,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,GLOBAL,SUM,NA,0.5137598081492438,0.6616436058865024,33915.829876754666,(x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,LSI,GLOBAL,SUM,NA,0.4797621388384926,0.6550553164945758,34576.22024053319,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,INDEPENDENT,PCA,NA,0.5253108691738487,0.8496776580005072,15067.860595003165,(x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,VSM,GLOBAL,PCA,NA,0.6282396093565499,0.891960710375226,10890.700487768552,(x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,none,NA,VSM,GLOBAL,MAX,NA,0.5355889706188977,0.6145273873463363,38638.61827456529,(x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,upper,NA,VSM,INDEPENDENT,MAX,NA,0.7382573331905227,0.9446721446290249,5607.064452470492,(x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,upper,NA,VSM,INDEPENDENT,SUM,NA,0.7108286692025353,0.9352207391206897,6554.444986409502,(x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,GLOBAL,MAX,NA,0.7429944921298539,0.9374251293414761,6272.3173101984585,(x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,VSM,INDEPENDENT,PCA,NA,0.6282396093565499,0.891960710375226,10890.700487768552,(x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,GLOBAL,SUM,NA,0.5079858344734938,0.92668393444863,7348.982462672674,(x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,GLOBAL,PCA,NA,0.3553482726933248,0.8518598758377949,14849.119559146591,(x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,INDEPENDENT,MAX,NA,0.7429948758448714,0.9374358189046311,6271.245820456492,(x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
TRANSITIVE,upper,NA,LSI,INDEPENDENT,SUM,NA,0.6591242945102818,0.9309691053241165,6919.44978962654,(x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2)))),0
HYBRID,lower,VSM,LSI,GLOBAL,PCA,PCA,0.7386286998920543,0.810070807615077,19037.930558141266,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI T) (1 2)))))),0
