technique_type,transitive_trace_type,direct_algebraic_model,transitive_algebraic_model,transitive_scaling,transitive_aggregation,technique_aggregation,ap,auc,lag,name
COMBINED,none,LSI,LSI,GLOBAL,SUM,SUM,0.7729781609518671,0.6904613551709027,138.67331288343559,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,SUM,PCA,0.770616795422024,0.697411125109553,135.55981595092024,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,PCA,MAX,0.7101890708100885,0.6317888639351446,164.9585889570552,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,PCA,SUM,0.7510395562379967,0.6741482252410165,145.98159509202455,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,PCA,PCA,0.7618892751176616,0.6902251314636284,138.77914110429447,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,MAX,MAX,0.7026310825137612,0.6463251807624891,158.44631901840492,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,SUM,MAX,0.7664918179409108,0.6809268185801929,142.94478527607362,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,MAX,SUM,0.7367286842273764,0.6751376259859772,145.5383435582822,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,SUM,MAX,0.7794712076161865,0.6970585013146364,135.71779141104295,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,SUM,SUM,0.7823836579584608,0.7024574112620507,133.29907975460122,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,SUM,PCA,0.7794197438253636,0.707746768185802,130.92944785276075,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,PCA,MAX,0.7220934070722183,0.655038069675723,154.54294478527606,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,PCA,SUM,0.756637147254182,0.6888625657318141,139.38957055214723,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,PCA,PCA,0.7638117431731777,0.6971577837423312,135.67331288343559,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,INDEPENDENT,MAX,PCA,0.7516403488491933,0.6845968448729185,141.30061349693253,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,MAX,PCA,0.7542684542243301,0.686315457931639,140.53067484662577,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,MAX,PCA,0.7519081776179207,0.6838573619631902,141.6319018404908,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,MAX,MAX,0.726274590758079,0.6581706014461,153.13957055214723,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,SUM,SUM,0.7833466009949176,0.7222728144171779,124.4217791411043,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,SUM,PCA,0.7674605652673828,0.7007730335232253,134.05368098159508,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,PCA,MAX,0.7329735445383931,0.69551106485539,136.43558282208588,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,PCA,SUM,0.7525568109575412,0.7014063869412797,133.76993865030676,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,GLOBAL,PCA,PCA,0.7565174245677054,0.6894822250219106,139.11196319018404,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,MAX,MAX,0.7419252725940504,0.6811767364154251,142.84202453987731,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,LSI,GLOBAL,MAX,SUM,0.7433940842131177,0.6812383599912358,142.80521472392638,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,MAX,SUM,0.7506742776371892,0.6906701906222612,138.579754601227,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,SUM,MAX,0.7841552420576192,0.724364592462752,123.5138036809816,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,SUM,SUM,0.7840519797601544,0.7221974967134093,124.45552147239263,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,SUM,PCA,0.7747454967889728,0.7097940403155126,130.01226993865032,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,PCA,MAX,0.7329735445383931,0.69551106485539,136.43558282208588,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,PCA,SUM,0.7525568109575412,0.7014063869412797,133.76993865030676,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,PCA,PCA,0.7565174245677054,0.6894822250219106,139.11196319018404,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,LSI,VSM,INDEPENDENT,MAX,PCA,0.7555777000886664,0.689129601226994,139.26993865030676,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,VSM,VSM,GLOBAL,MAX,PCA,0.7659346112404267,0.7053639899211218,132.08282208588957,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,VSM,VSM,GLOBAL,MAX,SUM,0.7575321991258885,0.6994583972392638,134.60889570552146,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,none,VSM,VSM,GLOBAL,MAX,MAX,0.7549686569052396,0.6918547326906223,137.94938650306747,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,SUM,MAX,0.8652849919359769,0.7842113551709027,96.67331288343559,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,SUM,SUM,0.8657677148173517,0.7887338409290097,94.64723926380368,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,SUM,PCA,0.8675423863233614,0.7948277278702892,91.91717791411043,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,PCA,MAX,0.8309798334182836,0.7525368372042069,110.86349693251533,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,all,VSM,VSM,GLOBAL,MAX,SUM,1.0,1.0,0.0,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM T) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,PCA,PCA,0.828091295119297,0.7727219818141982,101.82055214723927,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,MAX,PCA,0.7625235449650491,0.6907249671340928,138.55521472392638,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,MAX,MAX,0.6448165415470618,0.5955199660385627,181.20705521472394,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,MAX,PCA,0.7380250507357305,0.6738538014899211,146.11349693251535,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,SUM,MAX,0.866366674841281,0.78575194456617,95.98312883435582,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,SUM,SUM,0.8654137635560195,0.7875903812445223,95.15950920245399,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,SUM,PCA,0.8667375758138394,0.7905620070113936,93.8282208588957,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,PCA,MAX,0.8429816333372437,0.7585759476336548,108.1579754601227,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,PCA,SUM,0.8482564428589673,0.7828077070552147,97.3021472392638,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,MAX,SUM,0.6996195212066454,0.6490640063540754,157.21932515337423,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,INDEPENDENT,PCA,PCA,0.8376068838674733,0.7820613770815075,97.63650306748467,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,MAX,SUM,0.7326510216144246,0.6706117166958807,147.5659509202454,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,PCA,PCA,0.8213095121684245,0.751879519062226,111.1978527607362,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,SUM,MAX,0.868572169465244,0.7903702892199824,93.98006134969326,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,SUM,SUM,0.8681036604826724,0.7928591969763366,92.79601226993866,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,SUM,PCA,0.868525130215999,0.7981554009640666,90.29907975460122,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,PCA,MAX,0.8276398910610152,0.7536494851007889,110.37883435582822,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,PCA,SUM,0.8360381730709164,0.7618762324715161,106.66104294478528,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,PCA,PCA,0.8213095121684245,0.751879519062226,111.1978527607362,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,LSI,GLOBAL,MAX,MAX,0.6446934746195466,0.595352212971078,181.28220858895705,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,MAX,MAX,0.7179772857754797,0.6577700482033304,153.44631901840492,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,MAX,PCA,0.7669419801677898,0.6944223816827344,136.91411042944785,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,SUM,MAX,0.8689424265827774,0.791479513584575,93.35736196319019,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,SUM,SUM,0.8679654673688821,0.792749643952673,92.72239263803681,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,SUM,PCA,0.8683790836912496,0.7939478801489921,92.25153374233129,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,PCA,MAX,0.8276398910610152,0.7536494851007889,110.37883435582822,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,PCA,SUM,0.8360381730709164,0.7618762324715161,106.66104294478528,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,INDEPENDENT,MAX,SUM,0.7488832435292363,0.6774656277388256,144.45092024539878,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,MAX,MAX,0.7214698690586495,0.6546340929009642,154.65797546012269,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,MAX,SUM,0.7771496223654761,0.7067539439088519,131.37423312883436,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,MAX,PCA,0.7759770109412626,0.706514296669588,131.48159509202455,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,SUM,SUM,0.8655194545353175,0.7895007120946538,94.3036809815951,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,SUM,PCA,0.8666093277287656,0.7954302695004383,91.64723926380368,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,PCA,MAX,0.8291041356030799,0.7503663179228747,111.83588957055214,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,PCA,SUM,0.829196533358695,0.7714758161700263,102.37883435582822,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,PCA,PCA,0.8079929933447217,0.7482745398773005,112.77300613496932,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,MAX,MAX,0.6446109554571834,0.5950098597721297,181.43558282208588,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,SUM,MAX,0.8652849919359769,0.7842113551709027,96.67331288343559,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,MAX,SUM,0.7172589406819085,0.6622719927695004,151.3021472392638,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,SUM,MAX,0.866366674841281,0.78575194456617,95.98312883435582,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,SUM,SUM,0.8653977678522574,0.7883504053461876,94.81901840490798,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,SUM,PCA,0.8667331788468171,0.7923456671779141,93.02914110429448,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,PCA,MAX,0.8414802216871305,0.7566930050394391,109.00153374233129,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,PCA,SUM,0.8368629546917932,0.7731430762489043,101.6319018404908,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,PCA,PCA,0.8152095880898587,0.7557446866783524,109.42638036809817,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,INDEPENDENT,MAX,PCA,0.7499152734706148,0.6827447140666083,142.13036809815952,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,MAX,PCA,0.761262100713466,0.690512708150745,138.65030674846625,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,MAX,SUM,0.7471759519557889,0.6809952892199824,142.91411042944785,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,LSI,GLOBAL,MAX,MAX,0.6486890903225249,0.5977349912357581,180.21472392638037,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI T) (0 1)) (. (LSI NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,SUM,MAX,0.8688448941211203,0.7908290425065732,93.7622699386503,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,SUM,SUM,0.8679044218120106,0.7936260681419807,92.45552147239263,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,SUM,PCA,0.8654343431189574,0.7948619631901841,91.90184049079754,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,PCA,MAX,0.812636793741745,0.7440327837423313,114.63496932515338,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,PCA,SUM,0.8284965859235479,0.753714532208589,110.33588957055214,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,GLOBAL,PCA,PCA,0.7995818475544278,0.7305406441717792,120.71779141104294,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,MAX,MAX,0.7185451747046154,0.6590949550832603,152.78067484662577,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,MAX,SUM,0.7558989056175794,0.687208999780894,140.13036809815952,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,MAX,PCA,0.7727333996907296,0.7025566936897458,133.25460122699386,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,SUM,MAX,0.869046033325188,0.7913254546450483,93.45245398773007,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,SUM,SUM,0.8680435146222998,0.7928968558282208,92.78220858895706,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,SUM,PCA,0.8679604109076817,0.794266268624014,92.16871165644172,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,PCA,MAX,0.812636793741745,0.7440327837423313,114.63496932515338,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,PCA,SUM,0.8284965859235479,0.753714532208589,110.33588957055214,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,LSI,VSM,INDEPENDENT,PCA,PCA,0.7995818475544278,0.7305406441717792,120.71779141104294,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,upper,VSM,VSM,GLOBAL,MAX,SUM,0.772720640916374,0.6991776676161263,134.85582822085888,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM NT) (1 2))))))
COMBINED,all,VSM,VSM,GLOBAL,MAX,MAX,1.0,1.0,0.0,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM T) (0 1)) (. (VSM T) (1 2))))))
