Dataset,TechniqueType,QueryIndex,Metric,QueryId,MetricScore
Traincontroller,Transitive,5,LAG_NORMALIZED_INVERTED,8,0.787484949832776
Traincontroller,Transitive,21,AUC,42,0.8361673414304994
Traincontroller,Transitive,22,AUC,43,0.9570934256055365
Traincontroller,Transitive,23,AUC,45,0.6923076923076923
Traincontroller,Transitive,25,AUC,47,0.6923665740260965
Traincontroller,Transitive,110,AUC,183,0.9991394148020654
Traincontroller,Transitive,26,AUC,48,0.6907414385981442
Traincontroller,Transitive,27,AUC,49,0.3835932986712883
Traincontroller,Transitive,28,AUC,50,0.6947807244806633
Traincontroller,Transitive,29,AUC,52,0.6995148146403505
Traincontroller,Transitive,30,AUC,53,0.7063804230062649
Traincontroller,Transitive,65,AUC,114,0.3619295205083767
Traincontroller,Transitive,66,AUC,115,0.7128103066559894
Traincontroller,Transitive,67,AUC,116,0.7142587969287296
Traincontroller,Transitive,44,AUC,68,0.5557471264367816
Traincontroller,Transitive,46,AUC,71,0.65408168071977
Traincontroller,Transitive,44,LAG_NORMALIZED_INVERTED,68,0.4846666666666666
Traincontroller,Transitive,20,AUC,41,0.7032479155871685
Traincontroller,Transitive,19,AUC,40,0.9610917537746808
Traincontroller,Transitive,18,AUC,38,0.6566606999858684
Traincontroller,Transitive,113,AUC,186,0.7434759056008291
Traincontroller,Transitive,10,AUC,23,0.3984509466437177
Traincontroller,Transitive,15,AUC,35,0.6866432709972208
Traincontroller,Transitive,32,AUC,55,0.5814558058925476
Traincontroller,Transitive,0,AUC,1,0.9518900343642612
Traincontroller,Transitive,61,AUC,98,0.5360824742268041
Traincontroller,Transitive,64,AUC,112,0.6663290781478166
Traincontroller,Transitive,63,AUC,104,0.8506643558636626
Traincontroller,Transitive,62,AUC,100,0.6615949879881295
Traincontroller,Transitive,2,AUC,4,0.4387637203928365
Traincontroller,Transitive,1,AUC,3,0.685230109755523
Traincontroller,Transitive,6,AUC,9,0.7003391586980074
Traincontroller,Transitive,3,AUC,5,0.671687314522587
Traincontroller,Transitive,4,AUC,6,0.7164491968533611
Traincontroller,Transitive,5,AUC,8,0.6258537849168591
Traincontroller,Transitive,59,AUC,95,0.6868670215271563
Traincontroller,Transitive,7,AUC,10,0.6230156860897829
Traincontroller,Transitive,8,AUC,11,0.9621993127147764
Traincontroller,Transitive,9,AUC,16,0.6827688539262331
Traincontroller,Transitive,14,AUC,34,0.6971006641857835
Traincontroller,Transitive,112,AUC,185,0.7288967921239813
Traincontroller,Transitive,17,AUC,37,0.6957934900372132
Traincontroller,Transitive,111,AUC,184,0.7218427622591739
Traincontroller,Transitive,61,LAG_NORMALIZED_INVERTED,98,0.45999999999999996
Traincontroller,Transitive,60,LAG_NORMALIZED_INVERTED,97,0.8351973244147157
Traincontroller,Transitive,59,LAG_NORMALIZED_INVERTED,95,0.8221404682274247
Traincontroller,Transitive,11,LAG_NORMALIZED_INVERTED,27,0.812561872909699
Traincontroller,Transitive,9,LAG_NORMALIZED_INVERTED,16,0.8198127090301003
Traincontroller,Transitive,8,LAG_NORMALIZED_INVERTED,11,0.956
Traincontroller,Transitive,62,LAG_NORMALIZED_INVERTED,100,0.8077859531772575
Traincontroller,Transitive,63,LAG_NORMALIZED_INVERTED,104,0.8276666666666667
Traincontroller,Transitive,64,LAG_NORMALIZED_INVERTED,112,0.8104749163879599
Traincontroller,Transitive,34,LAG_NORMALIZED_INVERTED,57,0.89
Traincontroller,Transitive,0,LAG_NORMALIZED_INVERTED,1,0.944
Traincontroller,Transitive,32,LAG_NORMALIZED_INVERTED,55,0.517
Traincontroller,Transitive,15,LAG_NORMALIZED_INVERTED,35,0.8220133779264214
Traincontroller,Transitive,1,LAG_NORMALIZED_INVERTED,3,0.8212107023411371
Traincontroller,Transitive,2,LAG_NORMALIZED_INVERTED,4,0.3523333333333334
Traincontroller,Transitive,3,LAG_NORMALIZED_INVERTED,5,0.8135183946488294
Traincontroller,Transitive,4,LAG_NORMALIZED_INVERTED,6,0.8389431438127091
Traincontroller,Transitive,12,LAG_NORMALIZED_INVERTED,28,0.92
Traincontroller,Transitive,10,LAG_NORMALIZED_INVERTED,23,0.30099999999999993
Traincontroller,Transitive,31,AUC,54,0.9621993127147768
Traincontroller,Transitive,24,AUC,46,0.4361640670132871
Traincontroller,Transitive,109,AUC,182,0.7064157520373076
Traincontroller,Transitive,101,AUC,169,0.7131400442790523
Traincontroller,Transitive,108,AUC,181,0.933734939759036
Traincontroller,Transitive,107,AUC,180,0.9948364888123924
Traincontroller,Transitive,106,AUC,178,0.706321541287861
Traincontroller,Transitive,104,AUC,176,0.7297329125253191
Traincontroller,Transitive,115,AUC,188,0.7160488011682133
Traincontroller,Transitive,103,AUC,171,0.999425287356322
Traincontroller,Transitive,22,LAG_NORMALIZED_INVERTED,43,0.9504
Traincontroller,Transitive,117,AUC,190,0.7234796740308069
Traincontroller,Transitive,119,AUC,192,0.9819277108433736
Traincontroller,Transitive,120,AUC,193,0.9802065404475044
Traincontroller,Transitive,121,AUC,194,0.6058222243157945
Traincontroller,Transitive,122,AUC,195,0.6501248292430166
Traincontroller,Transitive,45,AUC,70,0.7628865979381444
Traincontroller,Transitive,114,AUC,187,0.7294149512459371
Traincontroller,Transitive,116,AUC,189,0.7242569127137406
Traincontroller,Transitive,16,AUC,36,0.5873563218390805
Traincontroller,Transitive,118,AUC,191,0.7146238635828348
Traincontroller,Transitive,41,AUC,65,0.6841702388242499
Traincontroller,Transitive,48,AUC,74,0.5933157473267701
Traincontroller,Transitive,124,AUC,197,0.6489707475622969
Traincontroller,Transitive,57,LAG_NORMALIZED_INVERTED,93,0.39355555555555555
Traincontroller,Transitive,49,LAG_NORMALIZED_INVERTED,75,0.7694113712374582
Traincontroller,Transitive,56,LAG_NORMALIZED_INVERTED,92,0.8289698996655519
Traincontroller,Transitive,58,LAG_NORMALIZED_INVERTED,94,0.31599999999999995
Traincontroller,Transitive,125,AUC,198,0.6834165528286777
Traincontroller,Transitive,33,LAG_NORMALIZED_INVERTED,56,0.8428026755852842
Traincontroller,Direct,86,AP,151,0.6578597541107964
Traincontroller,Direct,87,AP,152,0.6068493084248806
Traincontroller,Direct,12,AP,28,0.0093457943925233
Traincontroller,Direct,133,AP,210,0.0666666666666666
Traincontroller,Direct,97,AP,164,0.6077451690615916
Traincontroller,Transitive,105,LAG_NORMALIZED_INVERTED,177,0.838
Traincontroller,Transitive,50,LAG_NORMALIZED_INVERTED,76,0.7700468227424749
Traincontroller,Transitive,127,AP,200,0.6327145031813408
Traincontroller,Direct,101,AP,169,0.6108144267211281
Traincontroller,Direct,10,AP,23,0.1555555555555555
Traincontroller,Direct,103,AP,171,0.8666666666666667
Traincontroller,Transitive,103,LAG_NORMALIZED_INVERTED,171,0.9993333333333333
Traincontroller,Transitive,117,LAG_NORMALIZED_INVERTED,190,0.8429364548494983
Traincontroller,Transitive,51,LAG_NORMALIZED_INVERTED,79,0.42000000000000004
Traincontroller,Transitive,52,LAG_NORMALIZED_INVERTED,80,0.796066889632107
Traincontroller,Transitive,53,LAG_NORMALIZED_INVERTED,86,0.8019933110367893
Traincontroller,Transitive,54,LAG_NORMALIZED_INVERTED,87,0.7721471571906354
Traincontroller,Transitive,55,LAG_NORMALIZED_INVERTED,88,0.7878060200668896
Traincontroller,Transitive,14,LAG_NORMALIZED_INVERTED,34,0.827953177257525
Traincontroller,Transitive,13,LAG_NORMALIZED_INVERTED,33,0.8265752508361204
Traincontroller,Transitive,106,LAG_NORMALIZED_INVERTED,178,0.8331906354515051
Traincontroller,Transitive,118,AP,191,0.6831518018962583
Traincontroller,Transitive,126,AP,199,0.6459679335826243
Traincontroller,Direct,11,AP,27,0.498423254072951
Traincontroller,Transitive,108,LAG_NORMALIZED_INVERTED,181,0.923
Traincontroller,Transitive,112,LAG_NORMALIZED_INVERTED,185,0.8460133779264214
Traincontroller,Direct,85,AP,150,0.566540046853051
Traincontroller,Transitive,16,LAG_NORMALIZED_INVERTED,36,0.5213333333333334
Traincontroller,Transitive,107,LAG_NORMALIZED_INVERTED,180,0.994
Traincontroller,Transitive,114,LAG_NORMALIZED_INVERTED,187,0.8463076923076923
Traincontroller,Transitive,111,LAG_NORMALIZED_INVERTED,184,0.8420066889632107
Traincontroller,Transitive,101,LAG_NORMALIZED_INVERTED,169,0.8370635451505017
Traincontroller,Transitive,104,LAG_NORMALIZED_INVERTED,176,0.8464882943143812
Traincontroller,Transitive,109,LAG_NORMALIZED_INVERTED,182,0.8332441471571906
Traincontroller,Transitive,127,AUC,200,0.6442602100899713
Traincontroller,Transitive,47,AUC,72,0.6553417494936172
Traincontroller,Transitive,126,AUC,199,0.6529629280700928
Easyclinic,Direct,1,LAG_NORMALIZED_INVERTED,1,0.4208333333333333
Easyclinic,Direct,2,LAG_NORMALIZED_INVERTED,2,0.5208333333333333
Easyclinic,Direct,13,LAG_NORMALIZED_INVERTED,13,0.6154761904761904
Easyclinic,Hybrid,9,LAG_NORMALIZED_INVERTED,9,0.8866666666666666
Easyclinic,Hybrid,26,LAG_NORMALIZED_INVERTED,26,0.36249999999999993
Easyclinic,Direct,17,LAG_NORMALIZED_INVERTED,17,0.6660714285714284
Easyclinic,Hybrid,10,LAG_NORMALIZED_INVERTED,10,0.9716666666666667
Easyclinic,Direct,14,LAG_NORMALIZED_INVERTED,14,0.868452380952381
Easyclinic,Hybrid,7,AP,7,0.7131381381381381
Easyclinic,Hybrid,19,LAG_NORMALIZED_INVERTED,19,0.35416666666666674
Easyclinic,Hybrid,28,AP,28,0.7254008396451396
Easyclinic,Hybrid,21,LAG_NORMALIZED_INVERTED,21,0.27083333333333315
Easyclinic,Direct,3,LAG_NORMALIZED_INVERTED,3,0.4262499999999999
Easyclinic,Hybrid,11,LAG_NORMALIZED_INVERTED,11,0.97875
Easyclinic,Transitive,21,AP,21,0.4774311555587051
Easyclinic,Transitive,17,AP,17,0.8962585034013604
Easyclinic,Transitive,17,LAG_NORMALIZED_INVERTED,17,0.9291666666666667
Easyclinic,Transitive,21,LAG_NORMALIZED_INVERTED,21,0.08333333333333315
Easyclinic,Transitive,20,AUC,20,0.9405405405405406
Easyclinic,Direct,4,LAG_NORMALIZED_INVERTED,4,0.4833333333333333
Easyclinic,Hybrid,28,LAG_NORMALIZED_INVERTED,28,0.41249999999999987
Easyclinic,Hybrid,14,AP,14,0.9379251700680272
Easyclinic,Hybrid,12,AP,12,0.8885281385281385
Easyclinic,Hybrid,11,AP,11,0.9733333333333332
Easyclinic,Hybrid,18,AP,18,0.836080586080586
Easyclinic,Transitive,22,AUC,22,0.7901960784313725
Easyclinic,Transitive,12,LAG_NORMALIZED_INVERTED,12,0.9797619047619047
Easyclinic,Transitive,10,LAG_NORMALIZED_INVERTED,10,0.9716666666666667
Easyclinic,Transitive,25,LAG_NORMALIZED_INVERTED,25,0.44166666666666654
Easyclinic,Hybrid,22,AP,22,0.7357788605084407
Easyclinic,Hybrid,27,AP,27,0.5950482349368541
Easyclinic,Hybrid,17,AP,17,0.8529251700680271
Easyclinic,Transitive,22,AP,22,0.7066062132134165
Easyclinic,Hybrid,26,AP,26,0.6074399687246628
Easyclinic,Hybrid,25,AP,25,0.6879248822474694
Easyclinic,Direct,6,LAG_NORMALIZED_INVERTED,6,0.24916666666666654
Easyclinic,Hybrid,23,AP,23,0.5705303404517283
Easyclinic,Hybrid,3,LAG_NORMALIZED_INVERTED,3,0.6883333333333332
Easyclinic,Hybrid,4,LAG_NORMALIZED_INVERTED,4,0.5916666666666666
Easyclinic,Hybrid,21,AP,21,0.575644838110643
Easyclinic,Hybrid,20,AP,20,0.8578619909502262
Easyclinic,Hybrid,19,AP,19,0.6789464785208412
Easyclinic,Hybrid,9,AP,9,0.9384615384615383
Easyclinic,Hybrid,6,LAG_NORMALIZED_INVERTED,6,0.7024999999999999
Easyclinic,Direct,15,AUC,15,1.0
Easyclinic,Direct,22,AUC,22,0.7862745098039214
Easyclinic,Direct,10,AUC,10,0.972972972972973
Easyclinic,Hybrid,20,LAG_NORMALIZED_INVERTED,20,0.8654166666666666
Easyclinic,Transitive,24,AP,24,0.9137626262626262
Easyclinic,Direct,5,LAG_NORMALIZED_INVERTED,5,0.19999999999999984
Easyclinic,Transitive,29,AUC,29,0.7117647058823529
Easyclinic,Transitive,18,LAG_NORMALIZED_INVERTED,18,0.8886904761904761
Easyclinic,Transitive,19,AUC,19,0.7215686274509804
Easyclinic,Transitive,18,AP,18,0.8754251700680272
Easyclinic,Direct,7,AP,7,0.5409755239183257
Easyclinic,Direct,12,AP,12,0.7483333333333333
Easyclinic,Direct,11,AP,11,0.9406417112299464
Easyclinic,Direct,9,AP,9,0.7016421568627451
Easyclinic,Direct,13,AP,13,0.6609596286066874
Easyclinic,Transitive,8,AP,8,0.8984194890077242
Easyclinic,Hybrid,5,LAG_NORMALIZED_INVERTED,5,0.16249999999999964
Easyclinic,Direct,10,AP,10,0.9317307692307693
Easyclinic,Transitive,11,AP,11,0.954040404040404
Easyclinic,Direct,5,AP,5,0.5634341316228554
Easyclinic,Direct,6,AP,6,0.5941697523988045
Easyclinic,Transitive,10,AP,10,0.9651515151515152
Easyclinic,Hybrid,17,LAG_NORMALIZED_INVERTED,17,0.7976190476190476
Easyclinic,Transitive,22,LAG_NORMALIZED_INVERTED,22,0.5541666666666666
Easyclinic,Transitive,24,LAG_NORMALIZED_INVERTED,24,0.915
Easyclinic,Transitive,20,LAG_NORMALIZED_INVERTED,20,0.8441666666666666
Easyclinic,Direct,8,AP,8,0.845446127946128
Easyclinic,Hybrid,16,LAG_NORMALIZED_INVERTED,16,0.9392857142857143
Easyclinic,Transitive,3,AP,3,0.8812626262626262
Easyclinic,Transitive,9,AP,9,0.9666666666666668
Easyclinic,Transitive,25,AUC,25,0.7372549019607844
Easyclinic,Transitive,5,AP,5,0.4705750997114821
Easyclinic,Transitive,4,AP,4,0.6743482680514338
Easyclinic,Transitive,2,AP,2,0.4808843396266917
Easyclinic,Transitive,7,AP,7,0.8577777777777776
Easyclinic,Transitive,1,AP,1,0.6637199788427128
Easyclinic,Transitive,13,AP,13,0.9821428571428572
Easyclinic,Direct,22,AP,22,0.7258449565274426
Easyclinic,Transitive,14,AP,14,0.9821428571428572
Easyclinic,Transitive,6,AP,6,0.8833365164247517
Easyclinic,Transitive,23,AP,23,0.6579774923235082
Easyclinic,Transitive,16,AP,16,0.8962585034013604
Easyclinic,Transitive,28,AP,28,0.6847875657435402
Easyclinic,Transitive,27,AP,27,0.4063874275228979
Easyclinic,Transitive,17,AUC,17,0.975
Easyclinic,Transitive,0,AP,0,0.6452376347057198
Easyclinic,Transitive,15,AP,15,1.0
Easyclinic,Transitive,19,LAG_NORMALIZED_INVERTED,19,0.4083333333333332
Easyclinic,Direct,4,AP,4,0.6986291849721957
Easyclinic,Direct,2,AP,2,0.6889925417456007
Easyclinic,Direct,9,AUC,9,0.8324324324324324
Easyclinic,Direct,11,AUC,11,0.9756756756756756
Easyclinic,Direct,12,AUC,12,0.8821428571428571
Easyclinic,Direct,7,AUC,7,0.6702702702702703
Easyclinic,Direct,28,AP,28,0.6754819498160212
Easyclinic,Transitive,29,AP,29,0.6383337190912632
Easyclinic,Direct,21,AP,21,0.5941487768454442
Easyclinic,Direct,13,AUC,13,0.8642857142857143
Easyclinic,Direct,23,AP,23,0.4976224657404364
Easyclinic,Direct,25,AP,25,0.6637582306839479
Easyclinic,Direct,27,AP,27,0.6724226151067316
Easyclinic,Direct,15,AP,15,1.0
Easyclinic,Transitive,18,AUC,18,0.9607142857142856
Easyclinic,Hybrid,12,LAG_NORMALIZED_INVERTED,12,0.9291666666666667
Easyclinic,Transitive,20,AP,20,0.869298245614035
Easyclinic,Transitive,19,AP,19,0.6793098837433668
Easyclinic,Direct,24,AP,24,0.8069094304388421
Easyclinic,Direct,3,AP,3,0.5508969534050179
Easyclinic,Direct,8,AUC,8,0.9108108108108108
Easyclinic,Direct,6,AUC,6,0.7135135135135136
Easyclinic,Direct,1,AP,1,0.6807048522985384
Easyclinic,Direct,14,AP,14,0.8398268398268398
Easyclinic,Direct,16,AP,16,0.8629251700680272
Easyclinic,Direct,0,AP,0,0.5709167615540024
Easyclinic,Direct,29,AP,29,0.5204162746202271
Easyclinic,Direct,19,AP,19,0.6745049671389134
Easyclinic,Direct,26,AP,26,0.52351117276604
Easyclinic,Direct,5,AUC,5,0.6235294117647059
Easyclinic,Direct,17,AP,17,0.8246460746460746
Easyclinic,Hybrid,18,LAG_NORMALIZED_INVERTED,18,0.7773809523809523
Easyclinic,Direct,20,AP,20,0.7486343262001155
Easyclinic,Direct,14,AUC,14,0.9535714285714284
Easyclinic,Direct,1,AUC,1,0.7274509803921568
Easyclinic,Direct,2,AUC,2,0.7745098039215687
Easyclinic,Direct,3,AUC,3,0.7810810810810811
Easyclinic,Direct,4,AUC,4,0.7568627450980392
Easyclinic,Direct,18,AP,18,0.8039682539682538
Easyclinic,Hybrid,7,LAG_NORMALIZED_INVERTED,7,0.5466666666666666
Easyclinic,Hybrid,16,AP,16,0.903834260977118
Easyclinic,Hybrid,22,LAG_NORMALIZED_INVERTED,22,0.6041666666666666
Easyclinic,Direct,20,AUC,20,0.9270270270270272
Easyclinic,Direct,21,AUC,21,0.6843137254901961
Easyclinic,Direct,23,AUC,23,0.5450980392156863
Easyclinic,Direct,25,AUC,25,0.6862745098039216
Easyclinic,Direct,26,AUC,26,0.6392156862745098
Easyclinic,Direct,27,AUC,27,0.707843137254902
Easyclinic,Transitive,24,AUC,24,0.9675675675675676
Easyclinic,Direct,28,AUC,28,0.696078431372549
Easyclinic,Hybrid,5,AUC,5,0.6058823529411764
Easyclinic,Hybrid,6,AUC,6,0.8864864864864865
Easyclinic,Hybrid,28,AUC,28,0.7235294117647059
Easyclinic,Direct,29,AUC,29,0.5549019607843138
Easyclinic,Direct,0,AUC,0,0.6176470588235294
Easyclinic,Transitive,25,AP,25,0.6852391843024835
Easyclinic,Hybrid,29,LAG_NORMALIZED_INVERTED,29,0.24166666666666659
Easyclinic,Transitive,0,LAG_NORMALIZED_INVERTED,0,0.4541666666666666
Easyclinic,Hybrid,13,LAG_NORMALIZED_INVERTED,13,0.9392857142857143
Easyclinic,Transitive,8,LAG_NORMALIZED_INVERTED,8,0.9079166666666667
Easyclinic,Direct,19,AUC,19,0.6686274509803922
Easyclinic,Transitive,14,AUC,14,0.9964285714285714
Easyclinic,Transitive,15,AUC,15,1.0
Easyclinic,Hybrid,10,AP,10,0.9651515151515152
Easyclinic,Hybrid,8,AP,8,0.8969372294372294
Easyclinic,Direct,16,AUC,16,0.9464285714285714
Easyclinic,Hybrid,14,LAG_NORMALIZED_INVERTED,14,0.9696428571428571
Easyclinic,Hybrid,4,AUC,4,0.807843137254902
Easyclinic,Hybrid,15,AP,15,1.0
Easyclinic,Hybrid,14,AUC,14,0.9892857142857142
Easyclinic,Hybrid,2,LAG_NORMALIZED_INVERTED,2,0.41249999999999987
Easyclinic,Hybrid,0,LAG_NORMALIZED_INVERTED,0,0.3374999999999998
Easyclinic,Direct,17,AUC,17,0.8821428571428571
Easyclinic,Direct,18,AUC,18,0.8785714285714286
Easyclinic,Transitive,7,AUC,7,0.9486486486486486
Easyclinic,Transitive,11,AUC,11,0.9864864864864864
Easyclinic,Transitive,26,AUC,26,0.7529411764705882
Easyclinic,Transitive,27,AUC,27,0.5294117647058824
Easyclinic,Transitive,28,AUC,28,0.7098039215686275
Easyclinic,Transitive,16,AUC,16,0.975
Easyclinic,Transitive,23,AUC,23,0.7352941176470589
Easyclinic,Transitive,1,LAG_NORMALIZED_INVERTED,1,0.4999999999999999
Easyclinic,Hybrid,29,AUC,29,0.6431372549019608
Easyclinic,Transitive,6,LAG_NORMALIZED_INVERTED,6,0.8866666666666666
Easyclinic,Hybrid,17,AUC,17,0.9285714285714286
Easyclinic,Direct,24,AUC,24,0.9243243243243244
Easyclinic,Transitive,29,LAG_NORMALIZED_INVERTED,29,0.38749999999999996
Easyclinic,Hybrid,22,AUC,22,0.8137254901960785
Easyclinic,Hybrid,15,AUC,15,1.0
Easyclinic,Hybrid,26,AUC,26,0.7
Easyclinic,Hybrid,16,AUC,16,0.9785714285714286
Easyclinic,Hybrid,25,AUC,25,0.7235294117647059
Easyclinic,Hybrid,23,AUC,23,0.6411764705882352
Easyclinic,Hybrid,29,AP,29,0.5842410206800643
Easyclinic,Hybrid,13,AP,13,0.8801587301587301
Easyclinic,Hybrid,0,AP,0,0.6533350339821252
Easyclinic,Hybrid,1,AP,1,0.7233858547515906
Easyclinic,Hybrid,2,AP,2,0.5927435883318236
Easyclinic,Hybrid,3,AP,3,0.6976785714285714
Easyclinic,Hybrid,4,AP,4,0.7286189631475
Easyclinic,Hybrid,5,AP,5,0.5179407284109316
Easyclinic,Hybrid,6,AP,6,0.7802759559281298
Easyclinic,Transitive,2,LAG_NORMALIZED_INVERTED,2,0.2041666666666666
Easyclinic,Hybrid,7,AUC,7,0.827027027027027
Easyclinic,Transitive,13,LAG_NORMALIZED_INVERTED,13,0.9898809523809524
Easyclinic,Transitive,11,LAG_NORMALIZED_INVERTED,11,0.9645833333333333
Easyclinic,Hybrid,18,AUC,18,0.9214285714285716
Easyclinic,Transitive,4,LAG_NORMALIZED_INVERTED,4,0.5166666666666666
Easyclinic,Transitive,3,LAG_NORMALIZED_INVERTED,3,0.9079166666666667
Easyclinic,Hybrid,19,AUC,19,0.696078431372549
Easyclinic,Hybrid,20,AUC,20,0.9486486486486486
Easyclinic,Hybrid,21,AUC,21,0.6568627450980392
Easyclinic,Hybrid,24,AUC,24,0.9648648648648648
Easyclinic,Hybrid,8,AUC,8,0.9567567567567568
Easyclinic,Transitive,5,LAG_NORMALIZED_INVERTED,5,0.12083333333333324
Easyclinic,Hybrid,27,AUC,27,0.6313725490196079
Easyclinic,Hybrid,10,AUC,10,0.9891891891891892
Easyclinic,Hybrid,11,AUC,11,0.991891891891892
Easyclinic,Transitive,9,LAG_NORMALIZED_INVERTED,9,0.9645833333333333
Easyclinic,Hybrid,12,AUC,12,0.975
Easyclinic,Transitive,23,LAG_NORMALIZED_INVERTED,23,0.4374999999999999
Easyclinic,Transitive,15,LAG_NORMALIZED_INVERTED,15,1.0
Easyclinic,Transitive,21,AUC,21,0.5686274509803921
Easyclinic,Transitive,14,LAG_NORMALIZED_INVERTED,14,0.9898809523809524
Easyclinic,Hybrid,9,AUC,9,0.9567567567567568
Easyclinic,Hybrid,13,AUC,13,0.9785714285714284
Easyclinic,Hybrid,24,AP,24,0.8891558441558441
Easyclinic,Transitive,9,AUC,9,0.9864864864864864
Easyclinic,Direct,23,LAG_NORMALIZED_INVERTED,23,0.033333333333333215
Easyclinic,Direct,19,LAG_NORMALIZED_INVERTED,19,0.29583333333333317
Easyclinic,Transitive,16,LAG_NORMALIZED_INVERTED,16,0.9291666666666667
Easyclinic,Transitive,13,AUC,13,0.9964285714285714
Easyclinic,Transitive,12,AUC,12,0.9928571428571428
Easyclinic,Transitive,1,AUC,1,0.7647058823529411
Easyclinic,Direct,28,LAG_NORMALIZED_INVERTED,28,0.35416666666666674
Easyclinic,Transitive,28,LAG_NORMALIZED_INVERTED,28,0.3833333333333333
Easyclinic,Direct,21,LAG_NORMALIZED_INVERTED,21,0.3291666666666665
Easyclinic,Hybrid,8,LAG_NORMALIZED_INVERTED,8,0.8866666666666666
Easyclinic,Transitive,7,LAG_NORMALIZED_INVERTED,7,0.8654166666666666
Easyclinic,Transitive,12,AP,12,0.968253968253968
Easyclinic,Transitive,27,LAG_NORMALIZED_INVERTED,27,0.0
Easyclinic,Transitive,26,AP,26,0.7272797720941296
Easyclinic,Transitive,4,AUC,4,0.7725490196078432
Easyclinic,Transitive,5,AUC,5,0.5862745098039216
Easyclinic,Transitive,26,LAG_NORMALIZED_INVERTED,26,0.47499999999999987
Easyclinic,Transitive,3,AUC,3,0.9648648648648648
Easyclinic,Transitive,2,AUC,2,0.6254901960784314
Easyclinic,Transitive,10,AUC,10,0.9891891891891892
Easyclinic,Transitive,8,AUC,8,0.9648648648648648
Easyclinic,Transitive,0,AUC,0,0.7431372549019608
Easyclinic,Transitive,6,AUC,6,0.9567567567567568
Easyclinic,Hybrid,24,LAG_NORMALIZED_INVERTED,24,0.9079166666666667
Easyclinic,Direct,24,LAG_NORMALIZED_INVERTED,24,0.8016666666666666
Easyclinic,Direct,20,LAG_NORMALIZED_INVERTED,20,0.80875
Easyclinic,Direct,11,LAG_NORMALIZED_INVERTED,11,0.93625
Easyclinic,Hybrid,27,LAG_NORMALIZED_INVERTED,27,0.21666666666666656
Easyclinic,Hybrid,23,LAG_NORMALIZED_INVERTED,23,0.23749999999999982
Easyclinic,Direct,22,LAG_NORMALIZED_INVERTED,22,0.5458333333333332
Easyclinic,Direct,8,LAG_NORMALIZED_INVERTED,8,0.76625
Easyclinic,Direct,10,LAG_NORMALIZED_INVERTED,10,0.9291666666666667
Easyclinic,Hybrid,2,AUC,2,0.7235294117647059
Easyclinic,Hybrid,1,AUC,1,0.7941176470588236
Easyclinic,Direct,12,LAG_NORMALIZED_INVERTED,12,0.6660714285714284
Easyclinic,Hybrid,3,AUC,3,0.881081081081081
Easyclinic,Direct,7,LAG_NORMALIZED_INVERTED,7,0.13583333333333325
Easyclinic,Direct,9,LAG_NORMALIZED_INVERTED,9,0.5608333333333333
Easyclinic,Hybrid,25,LAG_NORMALIZED_INVERTED,25,0.41249999999999987
Easyclinic,Direct,15,LAG_NORMALIZED_INVERTED,15,1.0
Easyclinic,Direct,0,LAG_NORMALIZED_INVERTED,0,0.1874999999999999
Easyclinic,Direct,16,LAG_NORMALIZED_INVERTED,16,0.8482142857142857
Easyclinic,Direct,29,LAG_NORMALIZED_INVERTED,29,0.054166666666666474
Easyclinic,Hybrid,0,AUC,0,0.6882352941176471
Easyclinic,Direct,27,LAG_NORMALIZED_INVERTED,27,0.37916666666666654
Easyclinic,Direct,26,LAG_NORMALIZED_INVERTED,26,0.23333333333333306
Easyclinic,Direct,25,LAG_NORMALIZED_INVERTED,25,0.33333333333333337
Easyclinic,Hybrid,15,LAG_NORMALIZED_INVERTED,15,1.0
Easyclinic,Direct,18,LAG_NORMALIZED_INVERTED,18,0.6559523809523808
Easyclinic,Hybrid,1,LAG_NORMALIZED_INVERTED,1,0.5624999999999999
Ebt,Transitive,16,AP,19,0.8702825370646323
Ebt,Transitive,15,AP,18,0.8646131997449737
Ebt,Hybrid,21,AUC,24,0.8166383701188455
Ebt,Transitive,14,AP,17,0.7736324337938106
Ebt,Hybrid,1,AUC,3,0.7283531409168083
Ebt,Transitive,19,AP,22,0.8640815764174952
Ebt,Hybrid,2,AUC,4,0.7164685908319185
Ebt,Transitive,12,AP,15,0.7790087778798321
Ebt,Transitive,20,AP,23,0.8732151569765108
Ebt,Hybrid,9,AUC,12,0.7181663837011885
Ebt,Hybrid,0,LAG_NORMALIZED_INVERTED,2,0.663978494623656
Ebt,Transitive,3,AUC,6,0.7606112054329373
Ebt,Hybrid,0,AUC,2,0.7385398981324278
Ebt,Transitive,18,AP,21,0.8583551427642366
Ebt,Hybrid,4,LAG_NORMALIZED_INVERTED,7,0.825268817204301
Ebt,Hybrid,14,AUC,17,0.7147707979626485
Ebt,Transitive,13,AP,16,0.7838474875572515
Ebt,Hybrid,5,AUC,8,0.7877758913412564
Ebt,Hybrid,12,LAG_NORMALIZED_INVERTED,15,0.6774193548387097
Ebt,Hybrid,10,LAG_NORMALIZED_INVERTED,13,0.6666666666666667
Ebt,Hybrid,10,AUC,13,0.7385398981324278
Ebt,Hybrid,7,LAG_NORMALIZED_INVERTED,10,0.33333333333333337
Ebt,Hybrid,12,AUC,15,0.7453310696095077
Ebt,Hybrid,6,LAG_NORMALIZED_INVERTED,9,0.7446236559139785
