dataset,percent,iteration,metric,value
WARC,0.2,51,AUC,0.893304603085379
WARC,0.2,52,AUC,0.9234588720254824
WARC,0.2,53,AUC,0.910499031915558
WARC,0.2,54,AUC,0.9133345824745488
WARC,0.2,48,AUC,0.901561426519268
WARC,0.1,36,AUC,0.8908875148335519
WARC,0.2,5,AUC,0.9171632002997938
WARC,0.2,3,AUC,0.918730872525139
WARC,0.1,67,AUC,0.8814190244207106
WARC,0.1,66,AUC,0.8844044719255512
WARC,0.1,65,AUC,0.9049903191555808
WARC,0.1,64,AUC,0.8804571856848419
WARC,0.1,63,AUC,0.8624633064767971
WARC,0.1,62,AUC,0.8915870339141839
WARC,0.1,61,AUC,0.9089126225719816
WARC,0.1,60,AUC,0.8748110673911688
WARC,0.1,59,AUC,0.8726375616763474
WARC,0.1,58,AUC,0.8767409905689838
WARC,0.1,57,AUC,0.8818687152582599
WARC,0.1,56,AUC,0.8945599900068705
WARC,0.1,55,AUC,0.8628380488414216
WARC,0.1,54,AUC,0.8886952720004997
WARC,0.1,68,AUC,0.8966585472487666
WARC,0.1,53,AUC,0.8807007682218476
WARC,0.1,51,AUC,0.8977015801636375
WARC,0.1,50,AUC,0.8803447629754545
WARC,0.1,49,AUC,0.8895821622634439
WARC,0.1,48,AUC,0.8823433889201173
WARC,0.1,47,AUC,0.881887452376491
WARC,0.1,46,AUC,0.8721191680719506
WARC,0.1,45,AUC,0.872518893260883
WARC,0.1,44,AUC,0.8710948722753107
WARC,0.1,43,AUC,0.8765223908562862
WARC,0.1,42,AUC,0.8838173755543066
WARC,0.1,41,AUC,0.8744425707326214
WARC,0.1,40,AUC,0.8848354256448692
WARC,0.1,39,AUC,0.8886203235275748
WARC,0.1,38,AUC,0.8997689088751484
WARC,0.1,52,AUC,0.8750296671038661
WARC,0.1,69,AUC,0.8873149709574667
WARC,0.1,70,AUC,0.8742427081381549
WARC,0.1,71,AUC,0.8941415276997066
WARC,0.2,2,AUC,0.88664668040722
WARC,0.2,1,AUC,0.9254574979701456
WARC,0.2,0,AUC,0.8953594403847355
WARC,0.1,99,AUC,0.8885328836424958
WARC,0.1,98,AUC,0.8875772906127037
WARC,0.1,97,AUC,0.8802823059146837
WARC,0.1,96,AUC,0.8855099619011929
WARC,0.1,95,AUC,0.8782337143214041
WARC,0.1,94,AUC,0.8940041221660109
WARC,0.1,93,AUC,0.8938229966897757
WARC,0.1,92,AUC,0.8749859471613265
WARC,0.1,91,AUC,0.8759602773093499
WARC,0.1,90,AUC,0.8794016613578165
WARC,0.1,89,AUC,0.8918493535694211
WARC,0.1,88,AUC,0.8807569795765412
WARC,0.1,87,AUC,0.8939104365748548
WARC,0.1,86,AUC,0.8742614452563863
WARC,0.1,72,AUC,0.8914933483230278
WARC,0.1,73,AUC,0.8686465554930984
WARC,0.1,74,AUC,0.9002310911248518
WARC,0.1,75,AUC,0.8677096995815377
WARC,0.1,76,AUC,0.8726125788520391
WARC,0.1,77,AUC,0.8807070139279246
WARC,0.2,4,AUC,0.9048903878583474
WARC,0.1,78,AUC,0.8714134032852414
WARC,0.1,80,AUC,0.8868090687652239
WARC,0.1,81,AUC,0.8833551933046031
WARC,0.1,82,AUC,0.873536943351446
WARC,0.1,83,AUC,0.9016988320529636
WARC,0.1,84,AUC,0.8761601399038161
WARC,0.1,85,AUC,0.8891137343076635
WARC,0.1,79,AUC,0.883174067828368
WARC,0.5,48,AUC,0.9414027855849104
WARC,1.0,98,AUC,0.9563300231091124
WARC,0.5,50,AUC,0.9471613265879708
WARC,0.9,25,AUC,0.955499344200862
WARC,0.9,24,AUC,0.9556117669102492
WARC,0.9,23,AUC,0.9557116982074824
WARC,0.9,22,AUC,0.9556305040284806
WARC,0.9,21,AUC,0.9557241896196366
WARC,0.9,20,AUC,0.9558053837986384
WARC,0.9,19,AUC,0.95541815002186
WARC,0.9,18,AUC,0.9557928923864843
WARC,0.9,17,AUC,0.9557741552682532
WARC,0.9,16,AUC,0.955680469677097
WARC,0.9,15,AUC,0.9557054525014052
WARC,0.9,14,AUC,0.9556554868527886
WARC,0.9,13,AUC,0.9555555555555556
WARC,0.9,12,AUC,0.9558116295047157
WARC,0.9,26,AUC,0.9555243270251704
WARC,0.9,11,AUC,0.9555430641434014
WARC,0.9,9,AUC,0.9557429267378678
WARC,0.9,8,AUC,0.9555992754980952
WARC,0.9,7,AUC,0.955742926737868
WARC,0.9,6,AUC,0.955849103741178
WARC,0.9,5,AUC,0.9556992067953284
WARC,0.9,4,AUC,0.955593029792018
WARC,0.9,3,AUC,0.9555180813190932
WARC,0.9,2,AUC,0.9558303666229466
WARC,0.9,1,AUC,0.9558865779776404
WARC,0.9,0,AUC,0.9552432702517022
WARC,0.8,99,AUC,0.954731122353382
WARC,0.8,98,AUC,0.9550996190119292
WARC,0.8,97,AUC,0.9541315345699832
WARC,0.8,96,AUC,0.9550184248329272
WARC,0.9,10,AUC,0.9555430641434016
WARC,0.8,95,AUC,0.955068390481544
WARC,0.9,27,AUC,0.955593029792018
WARC,0.9,29,AUC,0.955499344200862
WARC,0.9,59,AUC,0.9559178065080258
WARC,0.9,58,AUC,0.9556992067953284
WARC,0.9,57,AUC,0.9558803322715632
WARC,0.9,56,AUC,0.9557304353257136
WARC,0.9,55,AUC,0.9554618699643996
WARC,0.9,54,AUC,0.955855349447255
WARC,0.9,53,AUC,0.9548310536506152
WARC,0.9,52,AUC,0.9556055212041722
WARC,0.9,51,AUC,0.9558928236837176
WARC,0.9,50,AUC,0.9558241209168696
WARC,0.9,49,AUC,0.9555305727312472
WARC,0.9,48,AUC,0.9553119730185498
WARC,0.9,47,AUC,0.9557866466804072
WARC,0.9,46,AUC,0.9553619386671665
WARC,0.9,28,AUC,0.9555493098494784
WARC,0.9,45,AUC,0.9555992754980952
WARC,0.9,43,AUC,0.9557366810317908
WARC,0.9,42,AUC,0.9558428580351008
WARC,0.9,41,AUC,0.9557928923864842
WARC,0.9,40,AUC,0.9553994129036288
WARC,0.9,39,AUC,0.9550996190119292
WARC,0.9,38,AUC,0.9556492411467116
WARC,0.9,37,AUC,0.9555805383798638
WARC,0.9,36,AUC,0.955667978264943
WARC,0.9,35,AUC,0.9557054525014052
WARC,0.9,34,AUC,0.9556929610892512
WARC,0.9,33,AUC,0.9544750484042224
WARC,0.9,32,AUC,0.9553244644307036
WARC,0.9,31,AUC,0.9556242583224036
WARC,0.9,30,AUC,0.9554618699643996
WARC,0.9,44,AUC,0.9556055212041722
WARC,0.8,94,AUC,0.9550309162450816
WARC,0.8,93,AUC,0.9546998938229968
WARC,0.8,92,AUC,0.9532071700705764
WARC,0.8,56,AUC,0.9551370932483918
WARC,0.8,55,AUC,0.9543376428705266
WARC,0.8,54,AUC,0.9552557616638562
WARC,0.8,53,AUC,0.954912247829617
WARC,0.8,52,AUC,0.954987196302542
WARC,0.8,51,AUC,0.9552744987820874
WARC,0.8,50,AUC,0.9549996877146962
WARC,0.8,49,AUC,0.9549684591843108
WARC,0.8,48,AUC,0.9549434763600024
WARC,0.8,47,AUC,0.9544250827556054
WARC,0.8,46,AUC,0.9552744987820876
WARC,0.8,45,AUC,0.9525576166385612
WARC,0.8,44,AUC,0.953856723502592
WARC,0.8,43,AUC,0.9545187683467616
WARC,0.8,57,AUC,0.954812316532384
WARC,0.8,42,AUC,0.9550558990693898
WARC,0.8,40,AUC,0.9532134157766536
WARC,0.8,39,AUC,0.9550184248329272
WARC,0.8,38,AUC,0.9545062769346075
WARC,0.8,37,AUC,0.95403160327275
WARC,0.8,36,AUC,0.9545187683467616
WARC,0.8,35,AUC,0.954837299356692
WARC,0.8,34,AUC,0.9545812254075324
WARC,0.8,33,AUC,0.954893510711386
WARC,0.8,32,AUC,0.9547685965898444
WARC,0.8,31,AUC,0.9548185622384612
WARC,0.8,30,AUC,0.955243270251702
WARC,0.8,29,AUC,0.9545187683467616
WARC,0.8,28,AUC,0.9539441633876712
WARC,0.8,27,AUC,0.955255761663856
WARC,0.8,41,AUC,0.950196739741428
WARC,0.8,58,AUC,0.9551808131909312
WARC,0.8,59,AUC,0.9545812254075324
WARC,0.8,60,AUC,0.9548560364749236
WARC,0.8,91,AUC,0.9546686652926112
WARC,0.8,90,AUC,0.9553931671975516
WARC,0.8,89,AUC,0.9551933046030856
WARC,0.8,88,AUC,0.9546936481169196
WARC,0.8,87,AUC,0.9547498594716134
WARC,0.8,86,AUC,0.9546062082318408
WARC,0.8,85,AUC,0.9551183561301604
WARC,0.8,84,AUC,0.9550059334207732
WARC,0.8,83,AUC,0.9543064143401412
WARC,0.8,82,AUC,0.9544250827556056
WARC,0.8,81,AUC,0.9540128661545187
WARC,0.8,80,AUC,0.9539691462119791
WARC,0.8,79,AUC,0.9549809505964652
WARC,0.8,78,AUC,0.9549622134782336
WARC,0.8,77,AUC,0.9542751858097558
WARC,0.8,76,AUC,0.954999687714696
WARC,0.8,75,AUC,0.9548622821810006
WARC,0.8,61,AUC,0.9548747735931546
WARC,0.8,62,AUC,0.9544188370495283
WARC,0.8,63,AUC,0.9550746361876208
WARC,0.8,64,AUC,0.9539066891512088
WARC,0.8,65,AUC,0.954731122353382
WARC,0.8,66,AUC,0.9547311223533822
WARC,0.9,60,AUC,0.9556867153831738
WARC,0.8,67,AUC,0.9548560364749236
WARC,0.8,69,AUC,0.954918493535694
WARC,0.8,70,AUC,0.953869214914746
WARC,0.8,71,AUC,0.9536068952595091
WARC,0.8,72,AUC,0.951676972081694
WARC,0.8,73,AUC,0.954549996877147
WARC,0.8,74,AUC,0.9536318780838172
WARC,0.8,68,AUC,0.9546874024108426
WARC,0.9,61,AUC,0.955511835613016
WARC,0.9,62,AUC,0.9558428580351008
WARC,0.9,63,AUC,0.9556180126163262
WARC,1.0,62,AUC,0.9563300231091124
WARC,1.0,61,AUC,0.9563300231091124
WARC,1.0,60,AUC,0.9563300231091124
WARC,1.0,59,AUC,0.9563300231091124
WARC,1.0,58,AUC,0.9563300231091124
WARC,1.0,57,AUC,0.9563300231091124
WARC,1.0,56,AUC,0.9563300231091124
WARC,1.0,55,AUC,0.9563300231091124
WARC,1.0,54,AUC,0.9563300231091124
WARC,1.0,53,AUC,0.9563300231091124
WARC,1.0,52,AUC,0.9563300231091124
WARC,1.0,51,AUC,0.9563300231091124
WARC,1.0,50,AUC,0.9563300231091124
WARC,1.0,49,AUC,0.9563300231091124
WARC,1.0,63,AUC,0.9563300231091124
WARC,1.0,48,AUC,0.9563300231091124
WARC,1.0,46,AUC,0.9563300231091124
WARC,1.0,45,AUC,0.9563300231091124
WARC,1.0,44,AUC,0.9563300231091124
WARC,1.0,43,AUC,0.9563300231091124
WARC,1.0,42,AUC,0.9563300231091124
WARC,1.0,41,AUC,0.9563300231091124
WARC,1.0,40,AUC,0.9563300231091124
WARC,1.0,39,AUC,0.9563300231091124
WARC,1.0,38,AUC,0.9563300231091124
WARC,1.0,37,AUC,0.9563300231091124
WARC,1.0,36,AUC,0.9563300231091124
WARC,1.0,35,AUC,0.9563300231091124
WARC,1.0,34,AUC,0.9563300231091124
WARC,1.0,33,AUC,0.9563300231091124
WARC,1.0,47,AUC,0.9563300231091124
WARC,1.0,64,AUC,0.9563300231091124
WARC,1.0,65,AUC,0.9563300231091124
WARC,1.0,66,AUC,0.9563300231091124
WARC,1.0,97,AUC,0.9563300231091124
WARC,1.0,96,AUC,0.9563300231091124
WARC,1.0,95,AUC,0.9563300231091124
WARC,1.0,94,AUC,0.9563300231091124
WARC,1.0,93,AUC,0.9563300231091124
WARC,1.0,92,AUC,0.9563300231091124
WARC,1.0,91,AUC,0.9563300231091124
WARC,1.0,90,AUC,0.9563300231091124
WARC,1.0,89,AUC,0.9563300231091124
WARC,1.0,88,AUC,0.9563300231091124
WARC,1.0,87,AUC,0.9563300231091124
WARC,1.0,86,AUC,0.9563300231091124
WARC,1.0,85,AUC,0.9563300231091124
WARC,1.0,84,AUC,0.9563300231091124
WARC,1.0,83,AUC,0.9563300231091124
WARC,1.0,82,AUC,0.9563300231091124
WARC,1.0,81,AUC,0.9563300231091124
WARC,1.0,67,AUC,0.9563300231091124
WARC,1.0,68,AUC,0.9563300231091124
WARC,1.0,69,AUC,0.9563300231091124
WARC,1.0,70,AUC,0.9563300231091124
WARC,1.0,71,AUC,0.9563300231091124
WARC,1.0,72,AUC,0.9563300231091124
WARC,1.0,32,AUC,0.9563300231091124
WARC,1.0,73,AUC,0.9563300231091124
WARC,1.0,75,AUC,0.9563300231091124
WARC,1.0,76,AUC,0.9563300231091124
WARC,1.0,77,AUC,0.9563300231091124
WARC,1.0,78,AUC,0.9563300231091124
WARC,1.0,79,AUC,0.9563300231091124
WARC,1.0,80,AUC,0.9563300231091124
WARC,1.0,74,AUC,0.9563300231091124
WARC,0.8,26,AUC,0.9516519892573856
WARC,1.0,31,AUC,0.9563300231091124
WARC,1.0,29,AUC,0.9563300231091124
WARC,0.9,93,AUC,0.955605521204172
WARC,0.9,92,AUC,0.955767909562176
WARC,0.9,91,AUC,0.9554930984947848
WARC,0.9,90,AUC,0.9557116982074824
WARC,0.9,89,AUC,0.9557616638560992
WARC,0.9,88,AUC,0.9555305727312472
WARC,0.9,87,AUC,0.9555992754980952
WARC,0.9,86,AUC,0.9553869214914744
WARC,0.9,85,AUC,0.9554743613765536
WARC,0.9,84,AUC,0.9557928923864843
WARC,0.9,83,AUC,0.9558428580351008
WARC,0.9,82,AUC,0.9556992067953284
WARC,0.9,81,AUC,0.9553244644307038
WARC,0.9,80,AUC,0.9557429267378676
WARC,0.9,94,AUC,0.9555430641434014
WARC,0.9,79,AUC,0.9556367497345576
WARC,0.9,77,AUC,0.9555867840859408
WARC,0.9,76,AUC,0.9555243270251702
WARC,0.9,75,AUC,0.95541815002186
WARC,0.9,74,AUC,0.9554806070826306
WARC,0.9,73,AUC,0.9557179439135596
WARC,0.9,72,AUC,0.9555618012616328
WARC,0.9,71,AUC,0.9557616638560988
WARC,0.9,70,AUC,0.9558740865654862
WARC,0.9,69,AUC,0.9554368871400912
WARC,0.9,68,AUC,0.9556242583224034
WARC,0.9,67,AUC,0.9551870588970084
WARC,0.9,66,AUC,0.9554681156704766
WARC,0.9,65,AUC,0.955849103741178
WARC,0.9,64,AUC,0.9556180126163262
WARC,0.9,78,AUC,0.955593029792018
WARC,0.9,95,AUC,0.955680469677097
WARC,0.9,96,AUC,0.9555493098494786
WARC,0.9,97,AUC,0.9555805383798638
WARC,1.0,28,AUC,0.9563300231091124
WARC,1.0,27,AUC,0.9563300231091124
WARC,1.0,26,AUC,0.9563300231091124
WARC,1.0,25,AUC,0.9563300231091124
WARC,1.0,24,AUC,0.9563300231091124
WARC,1.0,23,AUC,0.9563300231091124
WARC,1.0,22,AUC,0.9563300231091124
WARC,1.0,21,AUC,0.9563300231091124
WARC,1.0,20,AUC,0.9563300231091124
WARC,1.0,19,AUC,0.9563300231091124
WARC,1.0,18,AUC,0.9563300231091124
WARC,1.0,17,AUC,0.9563300231091124
WARC,1.0,16,AUC,0.9563300231091124
WARC,1.0,15,AUC,0.9563300231091124
WARC,1.0,14,AUC,0.9563300231091124
WARC,1.0,13,AUC,0.9563300231091124
WARC,1.0,12,AUC,0.9563300231091124
WARC,0.9,98,AUC,0.955499344200862
WARC,0.9,99,AUC,0.955605521204172
WARC,1.0,0,AUC,0.9563300231091124
WARC,1.0,1,AUC,0.9563300231091124
WARC,1.0,2,AUC,0.9563300231091124
WARC,1.0,3,AUC,0.9563300231091124
WARC,1.0,30,AUC,0.9563300231091124
WARC,1.0,4,AUC,0.9563300231091124
WARC,1.0,6,AUC,0.9563300231091124
WARC,1.0,7,AUC,0.9563300231091124
WARC,1.0,8,AUC,0.9563300231091124
WARC,1.0,9,AUC,0.9563300231091124
WARC,1.0,10,AUC,0.9563300231091124
WARC,1.0,11,AUC,0.9563300231091124
WARC,1.0,5,AUC,0.9563300231091124
WARC,0.8,25,AUC,0.9548310536506152
WARC,0.5,49,AUC,0.9454125288863908
WARC,0.8,23,AUC,0.9547436137655362
WARC,0.6,49,AUC,0.947273749297358
WARC,0.6,48,AUC,0.9504153394541252
WARC,0.6,47,AUC,0.9475797888951348
WARC,0.6,46,AUC,0.9504965336331272
WARC,0.6,45,AUC,0.951689463493848
WARC,0.6,44,AUC,0.9522453313347076
WARC,0.6,43,AUC,0.9525763537567924
WARC,0.6,42,AUC,0.9490600212354008
WARC,0.6,41,AUC,0.9536256323777402
WARC,0.6,40,AUC,0.9516270064330772
WARC,0.6,39,AUC,0.9323402660670788
WARC,0.6,38,AUC,0.9473112235338206
WARC,0.6,37,AUC,0.941621385297608
WARC,0.6,36,AUC,0.946917744050965
WARC,0.6,50,AUC,0.9495971519580289
WARC,0.6,35,AUC,0.9491287240022486
WARC,0.6,33,AUC,0.9513022297170696
WARC,0.6,32,AUC,0.9515957779026918
WARC,0.6,31,AUC,0.9513834238960716
WARC,0.6,30,AUC,0.9521391543313972
WARC,0.6,29,AUC,0.9279495346948972
WARC,0.6,28,AUC,0.9514583723689964
WARC,0.6,27,AUC,0.9527574792330274
WARC,0.6,26,AUC,0.9508650302916744
WARC,0.6,25,AUC,0.9504153394541252
WARC,0.6,24,AUC,0.951239772656299
WARC,0.6,23,AUC,0.9491412154144028
WARC,0.6,22,AUC,0.9521641371557056
WARC,0.6,21,AUC,0.948135656735994
WARC,0.6,20,AUC,0.9520079945037786
WARC,0.6,34,AUC,0.9486665417525452
WARC,0.6,51,AUC,0.9435200799450376
WARC,0.6,52,AUC,0.9510524014739866
WARC,0.6,53,AUC,0.9518893260883144
WARC,0.6,84,AUC,0.9474736118918244
WARC,0.6,83,AUC,0.9453688089438512
WARC,0.6,82,AUC,0.938404846667916
WARC,0.6,81,AUC,0.9484729248641558
WARC,0.6,80,AUC,0.9524327025170196
WARC,0.6,79,AUC,0.9501530197988882
WARC,0.6,78,AUC,0.9406283180313536
WARC,0.6,77,AUC,0.9498469802011118
WARC,0.6,76,AUC,0.9493098494784834
WARC,0.6,75,AUC,0.951864343264006
WARC,0.6,74,AUC,0.951277246892761
WARC,0.6,73,AUC,0.9481918680906876
WARC,0.6,72,AUC,0.9373430766348138
WARC,0.6,71,AUC,0.9526950221722564
WARC,0.6,70,AUC,0.9529635875335706
WARC,0.6,69,AUC,0.9489600899381676
WARC,0.6,68,AUC,0.9523639997501716
WARC,0.6,54,AUC,0.9448066953969146
WARC,0.6,55,AUC,0.9499094372618824
WARC,0.6,56,AUC,0.944850415339454
WARC,0.6,57,AUC,0.9473924177128225
WARC,0.6,58,AUC,0.9472362750608956
WARC,0.6,59,AUC,0.9500530885016552
WARC,0.6,18,AUC,0.9403784897882708
WARC,0.6,60,AUC,0.9394228967584786
WARC,0.6,62,AUC,0.9358878271188558
WARC,0.6,63,AUC,0.9460808194366374
WARC,0.6,64,AUC,0.95202673162201
WARC,0.6,65,AUC,0.9490600212354008
WARC,0.6,66,AUC,0.9492286552994816
WARC,0.6,67,AUC,0.9479920054962214
WARC,0.6,61,AUC,0.9500968084441944
WARC,0.6,85,AUC,0.9389794516270064
WARC,0.6,17,AUC,0.9453125975891574
WARC,0.6,15,AUC,0.9526762850540256
WARC,0.5,79,AUC,0.9472550121791268
WARC,0.5,78,AUC,0.9239647742177254
WARC,0.5,77,AUC,0.9484167135094622
WARC,0.5,76,AUC,0.934176503653738
WARC,0.5,75,AUC,0.939635250765099
WARC,0.5,74,AUC,0.9264942851789394
WARC,0.5,73,AUC,0.9456373743051651
WARC,0.5,72,AUC,0.9398351133595652
WARC,0.5,71,AUC,0.9502029854475048
WARC,0.5,70,AUC,0.9303791143588784
WARC,0.5,69,AUC,0.9438073824245832
WARC,0.5,68,AUC,0.9157516707263756
WARC,0.5,67,AUC,0.9514833551933046
WARC,0.5,66,AUC,0.9497220660795704
WARC,0.5,80,AUC,0.938173755543064
WARC,0.5,65,AUC,0.9423521329086254
WARC,0.5,63,AUC,0.9505902192242832
WARC,0.5,62,AUC,0.9137093248391732
WARC,0.5,61,AUC,0.9461370307913308
WARC,0.5,60,AUC,0.9486353132221598
WARC,0.5,59,AUC,0.943114109050028
WARC,0.5,58,AUC,0.947785897195678
WARC,0.5,57,AUC,0.9439447879582789
WARC,0.5,56,AUC,0.9148647804634314
WARC,0.5,55,AUC,0.9413340828180626
WARC,0.5,54,AUC,0.937736556117669
WARC,0.5,53,AUC,0.9475610517769032
WARC,0.5,52,AUC,0.9449128724002248
WARC,0.5,51,AUC,0.9458934482543252
WARC,0.8,24,AUC,0.9550871275997752
WARC,0.5,64,AUC,0.9444319530322902
WARC,0.5,81,AUC,0.9334395103366436
WARC,0.5,82,AUC,0.9366060833177192
WARC,0.5,83,AUC,0.9477421772531384
WARC,0.6,14,AUC,0.9432265317594154
WARC,0.6,13,AUC,0.9523390169258636
WARC,0.6,12,AUC,0.9495784148397975
WARC,0.6,11,AUC,0.9522578227468615
WARC,0.6,10,AUC,0.9485541190431578
WARC,0.6,9,AUC,0.952557616638561
WARC,0.6,8,AUC,0.9482793079757668
WARC,0.6,7,AUC,0.9525076509899444
WARC,0.6,6,AUC,0.9501904940353508
WARC,0.6,5,AUC,0.9530073074761102
WARC,0.6,4,AUC,0.944931609518456
WARC,0.6,3,AUC,0.9510524014739866
WARC,0.6,2,AUC,0.9422084816688526
WARC,0.6,1,AUC,0.953513209668353
WARC,0.6,0,AUC,0.9522703141590158
WARC,0.5,99,AUC,0.9449378552245332
WARC,0.5,98,AUC,0.9458247454874774
WARC,0.5,84,AUC,0.9213728061957404
WARC,0.5,85,AUC,0.9374992192867404
WARC,0.5,86,AUC,0.9471488351758164
WARC,0.5,87,AUC,0.949609643370183
WARC,0.5,88,AUC,0.9497158203734932
WARC,0.5,89,AUC,0.9374367622259696
WARC,0.6,16,AUC,0.9385547436137656
WARC,0.5,90,AUC,0.9147336206358128
WARC,0.5,92,AUC,0.9488164386983948
WARC,0.5,93,AUC,0.9426331896820936
WARC,0.5,94,AUC,0.95151458372369
WARC,0.5,95,AUC,0.9246892761226656
WARC,0.5,96,AUC,0.9448316782212228
WARC,0.5,97,AUC,0.9490974954718632
WARC,0.5,91,AUC,0.935119605271376
WARC,0.6,86,AUC,0.951689463493848
WARC,0.6,19,AUC,0.9519205546186996
WARC,0.6,88,AUC,0.9499094372618824
WARC,0.7,86,AUC,0.954724876647305
WARC,0.7,85,AUC,0.9542439572793704
WARC,0.7,84,AUC,0.9474548747735934
WARC,0.7,83,AUC,0.9534569983136594
WARC,0.7,82,AUC,0.953862969208669
WARC,0.7,81,AUC,0.9487165074011618
WARC,0.7,80,AUC,0.9513147211292238
WARC,0.7,79,AUC,0.9541065517456748
WARC,0.7,78,AUC,0.953525701080507
WARC,0.7,77,AUC,0.9487852101680094
WARC,0.7,76,AUC,0.9531009930672664
WARC,0.7,75,AUC,0.9540878146274436
WARC,0.7,74,AUC,0.954037848978827
WARC,0.7,73,AUC,0.9543876085191432
WARC,0.7,88,AUC,0.9539316719755168
WARC,0.7,72,AUC,0.9509274873524453
WARC,0.7,70,AUC,0.9527262507026418
WARC,0.7,69,AUC,0.9324526887764664
WARC,0.7,68,AUC,0.9542002373368308
WARC,0.7,67,AUC,0.9521204172131662
WARC,0.7,66,AUC,0.9541003060395978
WARC,0.7,65,AUC,0.9540128661545187
WARC,0.7,64,AUC,0.9525138966960216
WARC,0.7,63,AUC,0.9542002373368308
WARC,0.7,62,AUC,0.9542314658672164
WARC,0.7,61,AUC,0.9481481481481482
WARC,0.7,60,AUC,0.9506963962275936
WARC,0.7,59,AUC,0.9521266629192432
WARC,0.7,58,AUC,0.9525701080507152
WARC,0.7,57,AUC,0.9533195927799638
WARC,0.7,71,AUC,0.9542626943976016
WARC,0.7,89,AUC,0.953506963962276
WARC,0.7,90,AUC,0.9486040846917744
WARC,0.7,91,AUC,0.9479295484354504
WARC,0.6,87,AUC,0.9526950221722568
WARC,0.8,21,AUC,0.9553556929610894
WARC,0.8,20,AUC,0.9536755980263568
WARC,0.8,19,AUC,0.9540191118605958
WARC,0.8,18,AUC,0.9547248766473052
WARC,0.8,17,AUC,0.954475048404222
WARC,0.8,16,AUC,0.954368871400912
WARC,0.8,15,AUC,0.9545375054649928
WARC,0.8,14,AUC,0.9547373680594592
WARC,0.8,13,AUC,0.9548622821810004
WARC,0.8,12,AUC,0.9546062082318408
WARC,0.8,11,AUC,0.955149584660546
WARC,0.8,10,AUC,0.9538504777965148
WARC,0.8,9,AUC,0.954718630941228
WARC,0.8,8,AUC,0.9547935794141528
WARC,0.8,7,AUC,0.9548935107113858
WARC,0.8,6,AUC,0.9544438198738368
WARC,0.7,92,AUC,0.9507213790519018
WARC,0.7,93,AUC,0.948572856161389
WARC,0.7,94,AUC,0.9440259821372806
WARC,0.7,95,AUC,0.9496408719005685
WARC,0.7,96,AUC,0.9540878146274436
WARC,0.7,97,AUC,0.9512834925988384
WARC,0.7,56,AUC,0.9539129348572856
WARC,0.7,98,AUC,0.9537318093810506
WARC,0.8,0,AUC,0.955243270251702
WARC,0.8,1,AUC,0.9546936481169196
WARC,0.8,2,AUC,0.9547561051776904
WARC,0.8,3,AUC,0.9549684591843108
WARC,0.8,4,AUC,0.9550309162450816
WARC,0.8,5,AUC,0.9548497907688464
WARC,0.7,99,AUC,0.9528011991755668
WARC,0.7,55,AUC,0.9447067640996816
WARC,0.7,87,AUC,0.9536318780838172
WARC,0.8,22,AUC,0.951014927237524
WARC,0.7,19,AUC,0.9532883642495784
WARC,0.7,18,AUC,0.9507151333458246
WARC,0.7,17,AUC,0.94987196302542
WARC,0.7,16,AUC,0.946143276497408
WARC,0.7,15,AUC,0.9525138966960216
WARC,0.7,14,AUC,0.9536318780838176
WARC,0.7,13,AUC,0.9537380550871276
WARC,0.7,12,AUC,0.9533758041346574
WARC,0.7,11,AUC,0.9539566547998252
WARC,0.7,10,AUC,0.9527637249391044
WARC,0.7,9,AUC,0.951851851851852
WARC,0.7,8,AUC,0.9537942664418212
WARC,0.7,7,AUC,0.9545062769346075
WARC,0.7,6,AUC,0.94345137717819
WARC,0.7,5,AUC,0.946399350446568
WARC,0.7,4,AUC,0.9506963962275936
WARC,0.7,3,AUC,0.9501467740928112
WARC,0.7,54,AUC,0.9530572731247268
WARC,0.6,90,AUC,0.9326837799013178
WARC,0.6,91,AUC,0.9530822559490352
WARC,0.6,92,AUC,0.94319530322903
WARC,0.6,93,AUC,0.9517269377303104
WARC,0.6,94,AUC,0.9380425957154456
WARC,0.7,20,AUC,0.9542502029854476
WARC,0.6,95,AUC,0.945618637186934
WARC,0.6,97,AUC,0.934438823308975
WARC,0.6,98,AUC,0.949259883829867
WARC,0.6,99,AUC,0.9528886390606458
WARC,0.7,0,AUC,0.953688089438511
WARC,0.7,1,AUC,0.9441259134345136
WARC,0.7,2,AUC,0.9529510961214164
WARC,0.6,96,AUC,0.9409843232777464
WARC,0.7,21,AUC,0.9530385360064956
WARC,0.6,89,AUC,0.9527637249391042
WARC,0.7,23,AUC,0.9525576166385612
WARC,0.7,22,AUC,0.9505652363999748
WARC,0.7,52,AUC,0.9508837674099055
WARC,0.7,51,AUC,0.9530572731247268
WARC,0.7,50,AUC,0.9537880207357444
WARC,0.7,49,AUC,0.9539816376241336
WARC,0.7,48,AUC,0.9498907001436512
WARC,0.7,47,AUC,0.9529510961214166
WARC,0.7,46,AUC,0.9547748422959216
WARC,0.7,45,AUC,0.9538817063269002
WARC,0.7,44,AUC,0.954300168634064
WARC,0.7,43,AUC,0.9498844544375742
WARC,0.7,42,AUC,0.9521016800949348
WARC,0.7,41,AUC,0.9528511648241834
WARC,0.7,40,AUC,0.945175192055462
WARC,0.7,39,AUC,0.9536131409655862
WARC,0.7,53,AUC,0.9526637936418714
WARC,0.7,37,AUC,0.953338329898195
WARC,0.7,38,AUC,0.9540753232152897
