dataset,technique_type,query_index,ap,auc,lag_normalized_inverted,query_id
TrainController,TRANSITIVE,68,0.6953405845922829,0.7161783409487023,0.8387892976588629,117
TrainController,TRANSITIVE,76,0.6345306294326833,0.6327429459701354,0.7913979933110368,134
TrainController,TRANSITIVE,132,0.1,0.9845360824742267,0.982,205
TrainController,TRANSITIVE,131,1.0,1.0,1.0,204
TrainController,TRANSITIVE,130,1.0,1.0,1.0,203
TrainController,TRANSITIVE,129,0.7080070492376992,0.7025413349663197,0.8310434782608696,202
TrainController,TRANSITIVE,128,0.6641929630652004,0.672511658580244,0.8139866220735785,201
TrainController,TRANSITIVE,127,0.6327145031813408,0.6442602100899713,0.7979397993311037,200
TrainController,TRANSITIVE,126,0.6459679335826243,0.6529629280700928,0.8028829431438127,199
TrainController,TRANSITIVE,59,0.6573135850536261,0.6868670215271563,0.8221404682274247,95
TrainController,TRANSITIVE,32,0.017375194407437,0.5814558058925476,0.517,55
TrainController,TRANSITIVE,2,0.0133761797866695,0.4387637203928365,0.3523333333333334,4
TrainController,TRANSITIVE,1,0.6543065504787475,0.685230109755523,0.8212107023411371,3
TrainController,TRANSITIVE,41,0.6456114713220151,0.6841702388242499,0.8206086956521739,65
TrainController,TRANSITIVE,47,0.6520206313195591,0.6553417494936172,0.8042341137123745,72
TrainController,TRANSITIVE,46,0.6461598081531821,0.65408168071977,0.8035183946488295,71
TrainController,TRANSITIVE,45,0.0071942446043165,0.7628865979381444,0.724,70
TrainController,TRANSITIVE,44,0.0079819192909064,0.5557471264367816,0.4846666666666666,68
TrainController,TRANSITIVE,43,0.6325866679089375,0.6406802016110038,0.7959063545150502,67
TrainController,TRANSITIVE,42,0.6959056861720434,0.7001271845117527,0.8296722408026755,66
TrainController,TRANSITIVE,39,0.672452021575525,0.6919779546846294,0.8250434782608695,62
TrainController,TRANSITIVE,37,0.0022371364653243,0.2336769759450171,0.10799999999999998,60
TrainController,TRANSITIVE,5,0.6023538602748865,0.6258537849168591,0.787484949832776,8
TrainController,TRANSITIVE,48,0.6203930248706041,0.5933157473267701,0.7690033444816053,74
TrainController,TRANSITIVE,15,0.7000950814040929,0.6866432709972208,0.8220133779264214,35
TrainController,TRANSITIVE,36,0.0019960079840319,0.140893470790378,0.0,59
TrainController,TRANSITIVE,49,0.6283692268238061,0.5940341042912998,0.7694113712374582,75
TrainController,TRANSITIVE,56,0.6631491789767802,0.6988906684252674,0.8289698996655519,92
TrainController,TRANSITIVE,73,0.1666666666666666,0.9914089347079036,0.99,122
TrainController,TRANSITIVE,4,0.6712255659740135,0.7164491968533611,0.8389431438127091,6
TrainController,TRANSITIVE,18,0.6290951260939759,0.6566606999858684,0.8049832775919732,38
TrainController,TRANSITIVE,6,0.6542294864341868,0.7003391586980074,0.8297926421404682,9
TrainController,TRANSITIVE,102,1.0,1.0,1.0,170
TrainController,TRANSITIVE,125,0.7260644717755556,0.6834165528286777,0.820180602006689,198
TrainController,TRANSITIVE,74,0.6788925475989837,0.6975599415893352,0.8282140468227425,125
TrainController,TRANSITIVE,3,0.6632299520223677,0.671687314522587,0.8135183946488294,5
TrainController,TRANSITIVE,40,0.6673712540613438,0.7056385133543738,0.8328026755852843,63
TrainController,TRANSITIVE,35,0.0476190476190476,0.9656357388316152,0.96,58
TrainController,TRANSITIVE,124,0.6513413132026526,0.6489707475622969,0.8006153846153846,197
TrainController,DIRECT,0,1.0,1.0,1.0,1
TrainController,TRANSITIVE,77,0.6804467736882038,0.6747373875359179,0.8152508361204014,135
TrainController,TRANSITIVE,24,0.0113829830471259,0.4361640670132871,0.3493333333333334,46
TrainController,TRANSITIVE,23,0.7024286470032444,0.6923076923076923,0.8252307692307692,45
TrainController,TRANSITIVE,22,0.2861388457822153,0.9570934256055365,0.9504,43
TrainController,TRANSITIVE,21,0.0900821292250018,0.8361673414304994,0.8132307692307692,42
TrainController,TRANSITIVE,20,0.6605296247522152,0.7032479155871685,0.8314448160535117,41
TrainController,TRANSITIVE,19,0.3909273614699971,0.9610917537746808,0.9553333333333334,40
TrainController,TRANSITIVE,17,0.6952878208930515,0.6957934900372132,0.8272107023411371,37
TrainController,TRANSITIVE,29,0.6913383061017023,0.6995148146403505,0.829324414715719,52
TrainController,TRANSITIVE,31,0.0434782608695652,0.9621993127147768,0.956,54
TrainController,TRANSITIVE,16,0.009650529159092,0.5873563218390805,0.5213333333333334,36
TrainController,TRANSITIVE,14,0.6931042181633836,0.6971006641857835,0.827953177257525,34
TrainController,TRANSITIVE,13,0.666856193266593,0.6946747373875359,0.8265752508361204,33
TrainController,TRANSITIVE,12,0.024390243902439,0.9312714776632304,0.92,28
TrainController,TRANSITIVE,11,0.6692732263280952,0.6700032973762307,0.812561872909699,27
TrainController,TRANSITIVE,10,0.0042115286017725,0.3984509466437177,0.30099999999999993,23
TrainController,HYBRID,63,0.0420251944073336,0.8249566724436741,0.798,104
TrainController,TRANSITIVE,8,0.0434782608695652,0.9621993127147764,0.956,11
TrainController,TRANSITIVE,28,0.6775083632142768,0.6947807244806633,0.8266354515050167,50
TrainController,TRANSITIVE,30,0.6984917711501915,0.7063804230062649,0.8332240802675586,53
TrainController,TRANSITIVE,120,0.2101449275362318,0.9802065404475044,0.977,193
TrainController,TRANSITIVE,101,0.6862318340001172,0.7131400442790523,0.8370635451505017,169
TrainController,TRANSITIVE,119,0.2142857142857142,0.9819277108433736,0.979,192
TrainController,TRANSITIVE,118,0.6831518018962583,0.7146238635828348,0.8379063545150501,191
TrainController,TRANSITIVE,117,0.6787203819054789,0.7234796740308069,0.8429364548494983,190
TrainController,TRANSITIVE,103,0.9166666666666664,0.999425287356322,0.9993333333333333,171
TrainController,TRANSITIVE,25,0.6855543962538825,0.6923665740260965,0.8252642140468227,47
TrainController,TRANSITIVE,75,0.7066871760728752,0.7434288002261058,0.8542675585284281,127
TrainController,TRANSITIVE,26,0.6950331510015011,0.6907414385981442,0.8243411371237458,48
TrainController,TRANSITIVE,7,0.6192493043494296,0.6230156860897829,0.7858729096989966,10
TrainController,TRANSITIVE,122,0.6281861495145811,0.6501248292430166,0.8012709030100335,195
TrainController,TRANSITIVE,96,0.7060393833072347,0.7113971454142918,0.8360735785953177,163
TrainController,TRANSITIVE,86,0.6792732988145388,0.7107729991992086,0.8357190635451505,151
TrainController,TRANSITIVE,87,0.7070283314010268,0.7002920533232841,0.8297658862876254,152
TrainController,TRANSITIVE,88,0.6757986006854256,0.7009515285694098,0.8301404682274247,153
TrainController,TRANSITIVE,89,0.0588235294117647,0.972508591065292,0.968,155
TrainController,TRANSITIVE,90,0.0227272727272727,0.9261168384879724,0.914,156
TrainController,TRANSITIVE,91,1.0,1.0,1.0,157
TrainController,TRANSITIVE,94,0.6867218843986282,0.7270950115408169,0.8449899665551839,161
TrainController,TRANSITIVE,93,0.0099009900990099,0.8281786941580757,0.8,159
TrainController,TRANSITIVE,95,0.6852284642258465,0.7127043195628622,0.8368160535117057,162
TrainController,TRANSITIVE,97,0.6804606833249531,0.7130693862169675,0.8370234113712375,164
TrainController,TRANSITIVE,78,0.0118318270396783,0.6971264367816092,0.6486666666666667,137
TrainController,TRANSITIVE,98,0.6637751325887803,0.7122097131282679,0.8365351170568562,165
TrainController,TRANSITIVE,85,0.6640649308857328,0.6966413867822319,0.8276923076923077,150
TrainController,TRANSITIVE,92,0.6610192464030129,0.7017169909086626,0.8305752508361204,158
TrainController,TRANSITIVE,84,0.6838687856205987,0.7134580055584343,0.8372441471571906,149
TrainController,TRANSITIVE,69,0.706974249492273,0.7349498327759197,0.8494515050167224,118
TrainController,TRANSITIVE,50,0.6194783793651291,0.595152856940977,0.7700468227424749,76
TrainController,TRANSITIVE,82,0.6601264223443045,0.7071223326581564,0.8336454849498327,147
TrainController,TRANSITIVE,81,0.6618271938140966,0.6883743935183005,0.8229966555183946,146
TrainController,TRANSITIVE,80,0.6654156197334284,0.6466037024824534,0.7992709030100335,141
TrainController,TRANSITIVE,79,0.6592714571991201,0.6604880116821329,0.8071571906354515,139
TrainController,TRANSITIVE,123,0.7368221054198743,0.702329360780065,0.8309230769230769,196
TrainController,TRANSITIVE,121,0.5833240781560036,0.6058222243157945,0.7761070234113713,194
TrainController,TRANSITIVE,27,0.0094146259802141,0.3835932986712883,0.2886666666666666,49
TrainController,TRANSITIVE,51,0.0070022628831395,0.4999999999999999,0.42000000000000004,79
TrainController,HYBRID,19,0.6561676522460836,0.9914827719705768,0.9902222222222222,40
TrainController,TRANSITIVE,53,0.6566199787351321,0.6513966743605445,0.8019933110367893,86
TrainController,HYBRID,65,0.0484064785967879,0.5427498555748123,0.4723333333333334,114
TrainController,HYBRID,44,0.0058696500652211,0.4413793103448276,0.352,68
TrainController,HYBRID,43,0.6108815876227964,0.6378067737528852,0.7942742474916388,67
TrainController,HYBRID,42,0.6896947993349729,0.6971830985915493,0.828,66
TrainController,HYBRID,41,0.6276620495179016,0.6499010787130812,0.80114381270903,65
TrainController,HYBRID,48,0.6099084166856574,0.614713363794809,0.7811571906354515,74
TrainController,HYBRID,40,0.657587099840011,0.6801898346601347,0.8183478260869566,63
TrainController,HYBRID,39,0.6559969678254396,0.6762918649017853,0.816133779264214,62
TrainController,HYBRID,38,0.3333333333333333,0.9965635738831616,0.996,61
TrainController,HYBRID,37,0.0028328611898017,0.3951890034364261,0.29600000000000004,60
TrainController,HYBRID,36,0.0022522522522522,0.2388316151202749,0.11399999999999999,59
TrainController,HYBRID,35,0.0263157894736842,0.936426116838488,0.926,58
TrainController,HYBRID,34,0.0078125,0.781786941580756,0.746,57
TrainController,HYBRID,133,0.0909090909090909,0.9828178694158076,0.98,210
TrainController,HYBRID,30,0.6563504208354612,0.6786118046069056,0.8174515050167224,53
TrainController,HYBRID,17,0.6556488029575545,0.6534104291299637,0.8031371237458194,37
TrainController,HYBRID,71,0.6632930035961314,0.6745254133496632,0.8151304347826087,120
TrainController,HYBRID,67,0.643223274284936,0.6606057751189411,0.8072240802675585,116
TrainController,HYBRID,101,0.6842460998166048,0.7128456356870319,0.836896321070234,169
TrainController,HYBRID,115,0.6455729848550527,0.6759739036224033,0.815953177257525,188
TrainController,HYBRID,99,0.648676716952928,0.7065923971925198,0.8333444816053512,167
TrainController,HYBRID,75,0.697869079663908,0.7179094634697818,0.8397725752508362,127
TrainController,HYBRID,81,0.5913608072884673,0.6242286494889068,0.786561872909699,146
TrainController,HYBRID,14,0.6164958090239134,0.6371826275378021,0.7939197324414716,34
TrainController,HYBRID,80,0.6877125663233156,0.6873734043054313,0.822428093645485,141
TrainController,HYBRID,78,0.0128031222483996,0.7419540229885058,0.7006666666666667,137
TrainController,HYBRID,77,0.6319240113560017,0.6500895002119741,0.8012508361204014,135
TrainController,HYBRID,76,0.6211265130113037,0.6324367610344341,0.7912240802675585,134
TrainController,HYBRID,74,0.6366433273902705,0.6453789627396485,0.7985752508361204,125
TrainController,HYBRID,83,1.0,1.0,1.0,148
TrainController,HYBRID,73,1.0,1.0,1.0,122
TrainController,HYBRID,79,0.6587221667143679,0.6819562862122569,0.8193511705685619,139
TrainController,HYBRID,0,1.0,1.0,1.0,1
TrainController,HYBRID,1,0.6183705102374688,0.6736186348862405,0.8146153846153846,3
TrainController,HYBRID,2,0.2154402343869739,0.5918544194107452,0.5289999999999999,4
TrainController,HYBRID,49,0.616798699223072,0.605845777003156,0.7761204013377926,75
TrainController,HYBRID,32,0.0191090688508735,0.5866551126516465,0.5229999999999999,55
TrainController,HYBRID,50,0.608258074812722,0.6035140609543549,0.7747959866220736,76
TrainController,HYBRID,51,0.0049374657071474,0.3344827586206896,0.22799999999999998,79
TrainController,HYBRID,52,0.5903794393217461,0.6236633849922275,0.7862408026755853,80
TrainController,HYBRID,53,0.5941726380878262,0.5997927363512177,0.7726822742474917,86
TrainController,HYBRID,47,0.6192423041494419,0.6435065240943991,0.7975117056856187,72
TrainController,HYBRID,54,0.6234009789627337,0.6091667059211456,0.7780066889632107,87
TrainController,HYBRID,56,0.639114081761009,0.6609119600546423,0.8073979933110368,92
TrainController,HYBRID,57,0.3219552419489454,0.4598143868530134,0.4965470085470085,93
TrainController,HYBRID,58,0.0049504950495049,0.654639175257732,0.598,94
TrainController,HYBRID,59,0.596820971651957,0.6234867398370154,0.7861404682274247,95
TrainController,HYBRID,60,0.6828092704183841,0.6903999246314003,0.8241471571906355,97
TrainController,HYBRID,61,0.0136986301369863,0.8762886597938144,0.856,98
TrainController,HYBRID,55,0.6408966369643732,0.6456380423006266,0.7987224080267559,88
TrainController,HYBRID,131,1.0,1.0,1.0,204
TrainController,HYBRID,46,0.5769140848976915,0.6211668001318952,0.7848227424749163,71
TrainController,HYBRID,62,0.6119054664892454,0.6500070658062085,0.8012040133779263,100
TrainController,HYBRID,3,0.6487997239761235,0.6779523293607801,0.817076923076923,5
TrainController,HYBRID,4,0.6700347150251375,0.7006924490084319,0.8299933110367893,6
TrainController,HYBRID,5,0.5935955925790273,0.6255711526685195,0.787324414715719,8
TrainController,HYBRID,6,0.6389972411738598,0.6769631164915917,0.816515050167224,9
TrainController,HYBRID,7,0.5557194774333072,0.5982147062979886,0.7717859531772575,10
TrainController,HYBRID,8,0.5,0.9982817869415808,0.998,11
TrainController,HYBRID,45,0.0172413793103448,0.9020618556701032,0.886,70
TrainController,HYBRID,10,0.0074814890991361,0.6626506024096386,0.608,23
TrainController,HYBRID,12,0.0344827586206896,0.9518900343642612,0.944,28
TrainController,HYBRID,13,0.6355374409530501,0.6593692590324557,0.8065217391304348,33
TrainController,HYBRID,15,0.6555997582226809,0.6552946441188939,0.8042073578595318,35
TrainController,HYBRID,31,0.0454545454545454,0.963917525773196,0.958,54
TrainController,HYBRID,16,0.0058891159938681,0.4017241379310344,0.30599999999999994,36
TrainController,HYBRID,132,1.0,1.0,1.0,205
TrainController,HYBRID,11,0.6140937933220991,0.6290216213669979,0.7892842809364549,27
TrainController,HYBRID,130,1.0,1.0,1.0,203
TrainController,HYBRID,129,0.6717698676726571,0.6888689999528946,0.8232775919732441,202
TrainController,HYBRID,72,0.6861777926017285,0.6973008620283574,0.8280668896321071,121
TrainController,HYBRID,120,0.5357142857142857,0.9776247848537006,0.974,193
TrainController,HYBRID,121,0.5036476264402169,0.5387677233972397,0.7380200668896322,194
TrainController,HYBRID,122,0.5373554258075709,0.5773941306703094,0.7599598662207357,195
TrainController,HYBRID,123,0.6952525788039053,0.6918601912478214,0.8249765886287626,196
TrainController,HYBRID,124,0.614896227312617,0.6395378962739648,0.795257525083612,197
TrainController,HYBRID,118,0.6519732848136274,0.6794361486645626,0.8179197324414715,191
TrainController,HYBRID,119,0.5588235294117647,0.9870912220309812,0.985,192
TrainController,HYBRID,106,0.6502508604369569,0.6641504545668662,0.80923745819398,178
TrainController,HYBRID,104,0.6969060683999355,0.7079584530594941,0.8341204013377926,176
TrainController,TRANSITIVE,104,0.7005101308247605,0.7297329125253191,0.8464882943143812,176
TrainController,HYBRID,20,0.6469992560889458,0.6738070563851336,0.8147224080267559,41
TrainController,HYBRID,21,0.090662103432388,0.7986504723346829,0.7704615384615385,42
TrainController,HYBRID,22,0.2426546906187625,0.883044982698962,0.8648,43
TrainController,HYBRID,23,0.633606176837558,0.6326134061896462,0.791324414715719,45
TrainController,HYBRID,105,0.7018587240459806,0.6951575674784494,0.8268494983277592,177
TrainController,HYBRID,24,0.214514181594661,0.6935297515886771,0.6463333333333333,46
TrainController,HYBRID,100,0.8044253918838637,0.9802968960863698,0.9775384615384616,168
TrainController,HYBRID,107,0.7,0.9974182444061962,0.997,180
TrainController,TRANSITIVE,54,0.6410530809588479,0.5988506288567526,0.7721471571906354,87
TrainController,TRANSITIVE,60,0.7070674286498888,0.7098544443921051,0.8351973244147157,97
TrainController,TRANSITIVE,33,0.7166825134205084,0.7232441471571907,0.8428026755852842,56
TrainController,TRANSITIVE,55,0.6462154617721374,0.626419049413538,0.7878060200668896,88
TrainController,TRANSITIVE,57,0.1478847119685153,0.3493085360038149,0.39355555555555555,93
TrainController,TRANSITIVE,58,0.0029154518950437,0.4123711340206185,0.31599999999999995,94
TrainController,HYBRID,116,0.6472232921280726,0.6676126996090255,0.8112040133779264,189
TrainController,HYBRID,9,0.6615001756796666,0.6783173960148853,0.8172842809364549,16
TrainController,HYBRID,109,0.6675146179892519,0.7165434076028074,0.8389966555183946,182
TrainController,HYBRID,110,0.5833333333333333,0.9982788296041308,0.998,183
TrainController,HYBRID,111,0.6503609867683634,0.6734537660747091,0.8145217391304348,184
TrainController,HYBRID,112,0.6553991672424532,0.6991261952988835,0.8291036789297659,185
TrainController,HYBRID,113,0.6750509242338902,0.7133873474963494,0.8372040133779264,186
TrainController,HYBRID,114,0.6919469206309488,0.7186395967779924,0.8401872909698996,187
TrainController,HYBRID,108,0.046583850931677,0.9113597246127368,0.897,181
TrainController,TRANSITIVE,52,0.6405895196361535,0.6409628338593434,0.796066889632107,80
TrainController,HYBRID,25,0.5889672408809525,0.6095671016062932,0.7782341137123745,47
TrainController,HYBRID,27,0.2473580638267121,0.6761987290583478,0.6263333333333334,49
TrainController,HYBRID,95,0.6580908821058273,0.6897522257289556,0.8237792642140468,162
TrainController,HYBRID,94,0.6726399241040903,0.7117033303499929,0.836247491638796,161
TrainController,HYBRID,93,1.0,1.0,1.0,159
TrainController,HYBRID,92,0.6430327378583649,0.644213104715248,0.7979130434782609,158
TrainController,HYBRID,97,0.6744534516217848,0.7073343068444109,0.8337658862876254,164
TrainController,HYBRID,90,1.0,1.0,1.0,156
TrainController,HYBRID,96,0.6750194862825494,0.6993852748598616,0.8292508361204014,163
TrainController,HYBRID,88,0.6614252029848884,0.6765273917754016,0.816267558528428,153
TrainController,HYBRID,86,0.7044802652509541,0.698089877054972,0.828515050167224,151
TrainController,HYBRID,85,0.656818509592435,0.6844882001036319,0.8207892976588629,150
TrainController,HYBRID,89,1.0,1.0,1.0,155
TrainController,HYBRID,69,0.6611233959216531,0.6728767252343493,0.8141939799331104,118
TrainController,HYBRID,18,0.5860742070097982,0.6280795138725327,0.7887491638795986,38
TrainController,HYBRID,70,0.6516263457311195,0.6724881058928823,0.8139732441471572,119
TrainController,HYBRID,87,0.6865744687337088,0.6770573272410383,0.8165685618729097,152
TrainController,HYBRID,26,0.5985574029577498,0.6218262753780206,0.7851973244147157,48
TrainController,HYBRID,91,1.0,1.0,1.0,157
TrainController,HYBRID,68,0.6352400312721899,0.6526449667907108,0.8027023411371238,117
TrainController,HYBRID,28,0.6136904094277893,0.6346860426774694,0.7925016722408026,50
TrainController,HYBRID,29,0.6364634976593531,0.6496537754957841,0.8010033444816054,52
TrainController,HYBRID,64,0.6473434330133996,0.6829337227377644,0.8199063545150502,112
TrainController,HYBRID,33,0.6539214279176504,0.6916953224362901,0.8248829431438127,56
TrainController,HYBRID,66,0.6276810670509821,0.6647628244382684,0.8095852842809365,115
TrainController,HYBRID,117,0.6832533235379052,0.7146003108954732,0.8378929765886287,190
TrainController,HYBRID,84,0.7004590819224887,0.7077700315606011,0.8340133779264214,149
TrainController,HYBRID,102,0.9166666666666664,0.9994252873563216,0.9993333333333333,170
