dataset,technique_type,query_index,ap,auc,lag_normalized_inverted,query_id
TrainController,HYBRID,125,0.6662516395608411,0.6743016628197278,0.8150033444816054,198
TrainController,HYBRID,126,0.6220513463959181,0.6417047435112346,0.7964882943143813,199
TrainController,HYBRID,127,0.5789946031165819,0.6074944651184702,0.7770568561872909,200
TrainController,HYBRID,128,0.6502246072107296,0.6862428753120732,0.8217859531772576,201
TrainController,HYBRID,98,0.6490930191324543,0.7133637948089876,0.8371906354515051,165
TrainController,HYBRID,82,0.6594414235097766,0.6739248198219416,0.8147892976588629,147
TrainController,HYBRID,103,0.9166666666666664,0.999425287356322,0.9993333333333333,171
TrainController,TRANSITIVE,105,0.7290105235876161,0.7147887323943662,0.838,177
TrainController,TRANSITIVE,9,0.6962146691254878,0.6827688539262331,0.8198127090301003,16
TrainController,TRANSITIVE,107,0.3333333333333333,0.9948364888123924,0.994,180
TrainController,DIRECT,20,0.572769911836918,0.5637806773752885,0.7069565217391305,41
TrainController,DIRECT,21,0.0765766464241421,0.7874493927125505,0.7576923076923077,42
TrainController,DIRECT,104,0.6391735966588652,0.6352748598615102,0.7595317725752508,176
TrainController,DIRECT,22,0.2351720568257326,0.8515570934256056,0.8284,43
TrainController,DIRECT,23,0.532993550548858,0.5149559564746338,0.6840668896321069,45
TrainController,DIRECT,24,0.2688301418688708,0.7709416522241478,0.7823333333333333,46
TrainController,DIRECT,50,0.5257386732051548,0.4436384191436242,0.6320267558528427,76
TrainController,DIRECT,9,0.5617522687796177,0.5596825097743653,0.6892642140468228,16
TrainController,DIRECT,19,0.7420746310219994,0.9926442121564072,0.9915555555555555,40
TrainController,DIRECT,8,1.0,1.0,1.0,11
TrainController,DIRECT,6,0.5668929211936308,0.589076263601677,0.7454113712374582,9
TrainController,DIRECT,5,0.4997547022571839,0.493852748598615,0.6578862876254181,8
TrainController,DIRECT,4,0.5964204365687211,0.6041970888878421,0.7353779264214046,6
TrainController,DIRECT,3,0.5270868014071992,0.5349345235291346,0.6661471571906354,5
TrainController,DIRECT,17,0.5906198237848115,0.5586344151867728,0.702361204013378,37
TrainController,DIRECT,27,0.2953716823692213,0.7746967071057191,0.8063333333333333,49
TrainController,DIRECT,25,0.5039603666207478,0.498539733383579,0.6827224080267558,47
TrainController,DIRECT,105,0.6015220596829265,0.5712939846436478,0.6948494983277591,177
TrainController,DIRECT,7,0.464310829582803,0.4343645484949832,0.6254180602006689,10
TrainController,DIRECT,106,0.5847418520136294,0.5526167035658769,0.692608695652174,178
TrainController,DIRECT,10,0.0247267759562841,0.8984509466437176,0.882,23
TrainController,DIRECT,31,0.0075757575757575,0.774914089347079,0.738,54
TrainController,DIRECT,55,0.5439991288084074,0.5196959348061614,0.6723678929765886,88
TrainController,DIRECT,28,0.518694043599844,0.5103455179235951,0.6680133779264215,50
TrainController,DIRECT,30,0.5269771887100433,0.5257548636299402,0.6572040133779264,53
TrainController,DIRECT,65,0.081051594700077,0.639370306181398,0.6786666666666668,114
TrainController,DIRECT,59,0.4848044903552413,0.478096000753686,0.7036120401337793,95
TrainController,DIRECT,60,0.5582498370300367,0.5793077865184418,0.7160936454849498,97
TrainController,DIRECT,61,0.0416666666666666,0.9604810996563574,0.954,98
TrainController,DIRECT,62,0.5047028669478271,0.5049460643459419,0.6432842809364548,100
TrainController,DIRECT,16,0.0061853526690576,0.4982758620689654,0.30133333333333334,36
TrainController,DIRECT,33,0.5836614986786768,0.582681708982995,0.7629498327759198,56
TrainController,DIRECT,51,0.0051457975986277,0.325,0.23199999999999998,79
TrainController,DIRECT,1,0.5060553010677079,0.527792171086721,0.6874715719063546,3
TrainController,DIRECT,100,0.779376658846751,0.9635627530364372,0.9584615384615385,168
TrainController,DIRECT,67,0.5278693217507104,0.5265674313439164,0.6554916387959866,116
TrainController,DIRECT,2,0.2495902420430722,0.6711438474870017,0.7276666666666667,4
TrainController,DIRECT,118,0.5583796260913835,0.5535058175137783,0.683571906354515,191
TrainController,DIRECT,13,0.5296693297306638,0.5065653116020538,0.6580802675585284,33
TrainController,DIRECT,15,0.558251457139497,0.4984690753214942,0.6529899665551839,35
TrainController,DIRECT,66,0.5242388000970986,0.5297705968250979,0.6619598662207358,115
TrainController,DIRECT,107,0.1944444444444444,0.9896729776247848,0.988,180
TrainController,DIRECT,108,0.0178442981242737,0.6639414802065404,0.613,181
TrainController,DIRECT,109,0.5807062184559635,0.6009114890008951,0.7223612040133779,182
TrainController,DIRECT,80,0.6060473932111555,0.5913608742757548,0.7144882943143813,141
TrainController,DIRECT,103,0.8666666666666667,0.9988505747126436,0.9986666666666667,171
TrainController,DIRECT,101,0.6132093789391406,0.6090195016251355,0.7456989966555184,169
TrainController,DIRECT,68,0.526015823293703,0.5136487823260635,0.6743076923076923,117
TrainController,DIRECT,83,1.0,1.0,1.0,148
TrainController,DIRECT,69,0.5441032196927129,0.5298883602619058,0.675799331103679,118
TrainController,DIRECT,70,0.5470975434585457,0.5323025107164727,0.6727491638795986,119
TrainController,DIRECT,71,0.5425662818366787,0.5447854350181356,0.678448160535117,120
TrainController,DIRECT,82,0.5923625657260303,0.5668778557633426,0.730742474916388,147
TrainController,DIRECT,72,0.5718333508381479,0.5758985350228462,0.7031438127090301,121
TrainController,DIRECT,74,0.5245934851144113,0.5225634744924396,0.6738595317725753,125
TrainController,DIRECT,75,0.5951384633006032,0.602042017994253,0.710113712374582,127
TrainController,DIRECT,76,0.4912110174306358,0.455049696170333,0.637531772575251,134
TrainController,DIRECT,77,0.5033916843590492,0.4758584954543313,0.6498060200668896,135
TrainController,DIRECT,78,0.017517006802721,0.8063218390804597,0.7753333333333334,137
TrainController,DIRECT,79,0.5462773641406055,0.5440081963352018,0.6537993311036789,139
TrainController,DIRECT,81,0.5267895736935104,0.5274918743228602,0.7153177257525083,146
TrainController,TRANSITIVE,106,0.6604288509580979,0.706321541287861,0.8331906354515051,178
TrainController,DIRECT,73,1.0,1.0,1.0,122
TrainController,DIRECT,132,1.0,1.0,1.0,205
TrainController,DIRECT,84,0.5894874769787053,0.5873098120495549,0.7047826086956521,149
TrainController,DIRECT,98,0.5916394432508714,0.6235338452117387,0.7585819397993311,165
TrainController,DIRECT,110,0.5833333333333333,0.9982788296041308,0.998,183
TrainController,DIRECT,112,0.6096585074573972,0.6144071788591078,0.7809765886287625,185
TrainController,DIRECT,26,0.5131129578008025,0.5125653587074285,0.6931304347826086,48
TrainController,DIRECT,131,1.0,1.0,1.0,204
TrainController,DIRECT,133,0.04,0.958762886597938,0.952,210
TrainController,DIRECT,99,0.5906948989518932,0.624434735503321,0.7595384615384615,167
TrainController,DIRECT,85,0.5413419457291659,0.5602301097555231,0.6852976588628763,150
TrainController,DIRECT,86,0.6399834668701787,0.6057692307692308,0.7476454849498327,151
TrainController,DIRECT,87,0.6040316781810217,0.5469876112864478,0.7105752508361204,152
TrainController,DIRECT,88,0.5587698487867443,0.5510033444816054,0.6958729096989966,153
TrainController,DIRECT,89,1.0,1.0,1.0,155
TrainController,DIRECT,90,1.0,1.0,1.0,156
TrainController,DIRECT,91,1.0,1.0,1.0,157
TrainController,DIRECT,92,0.5613650693449357,0.5335272504592774,0.7181070234113712,158
TrainController,DIRECT,93,1.0,1.0,1.0,159
TrainController,DIRECT,94,0.5863300991290636,0.5858848744641765,0.7156454849498328,161
TrainController,DIRECT,95,0.5842574186074053,0.5824344057656978,0.7206354515050166,162
TrainController,DIRECT,96,0.5907248154808753,0.5902421216260775,0.7127692307692308,163
TrainController,DIRECT,97,0.6098772663384608,0.608389467238212,0.7553444816053512,164
TrainController,DIRECT,111,0.5922980346444899,0.596919308493099,0.7711170568561873,184
TrainController,DIRECT,12,0.0064935064935064,0.7371134020618557,0.694,28
TrainController,DIRECT,29,0.543588090804894,0.5366008761599698,0.6797725752508361,52
TrainController,DIRECT,56,0.5602611797632233,0.5537884497621179,0.7226956521739131,92
TrainController,DIRECT,34,0.0153846153846153,0.8900343642611684,0.872,57
TrainController,DIRECT,41,0.5435561090972966,0.5061531395732253,0.6666220735785953,65
TrainController,DIRECT,57,0.4259577031550343,0.6602930926965261,0.7873504273504274,93
TrainController,DIRECT,45,0.0057142857142857,0.7010309278350516,0.6519999999999999,70
TrainController,DIRECT,44,0.0075110075110075,0.5471264367816092,0.47466666666666657,68
TrainController,DIRECT,43,0.5252418987852724,0.5193485326675774,0.6721404682274248,67
TrainController,DIRECT,42,0.5598020142183816,0.5421239813462716,0.6673244147157191,66
TrainController,DIRECT,35,0.0333333333333333,0.950171821305842,0.942,58
TrainController,DIRECT,40,0.5536003418962441,0.5202082057562768,0.6555518394648829,63
TrainController,DIRECT,39,0.5330515878741096,0.5379433793395827,0.660923076923077,62
TrainController,DIRECT,38,0.3333333333333333,0.9965635738831614,0.996,61
TrainController,DIRECT,37,0.0056179775280898,0.6958762886597938,0.646,60
TrainController,DIRECT,47,0.5134086034153922,0.4832304865985209,0.6451705685618729,72
TrainController,DIRECT,36,0.0017152658662092,0.3994845360824742,0.04799999999999993,59
TrainController,TRANSITIVE,66,0.6838206020348585,0.7128103066559894,0.8368762541806021,115
TrainController,TRANSITIVE,67,0.6900917896962879,0.7142587969287296,0.8376989966555184,116
TrainController,TRANSITIVE,110,0.8333333333333333,0.9991394148020654,0.999,183
TrainController,TRANSITIVE,116,0.6879599258770112,0.7242569127137406,0.8433779264214047,189
TrainController,TRANSITIVE,115,0.7251316032494634,0.7160488011682133,0.8387157190635451,188
TrainController,TRANSITIVE,114,0.7059796621955241,0.7294149512459371,0.8463076923076923,187
TrainController,TRANSITIVE,113,0.7007500727435989,0.7434759056008291,0.8542943143812709,186
TrainController,TRANSITIVE,112,0.677699420964136,0.7288967921239813,0.8460133779264214,185
TrainController,TRANSITIVE,111,0.679115917036227,0.7218427622591739,0.8420066889632107,184
TrainController,TRANSITIVE,65,0.0098214564209294,0.3619295205083767,0.2636666666666666,114
TrainController,TRANSITIVE,109,0.6727499598652016,0.7064157520373076,0.8332441471571906,182
TrainController,TRANSITIVE,108,0.0487179487179487,0.933734939759036,0.923,181
TrainController,DIRECT,48,0.5180506322196676,0.4417659804983748,0.631190635451505,74
TrainController,DIRECT,49,0.5292871846710854,0.4467355975316784,0.635571906354515,75
TrainController,DIRECT,46,0.5002736037440504,0.4894483960619907,0.65238127090301,71
TrainController,DIRECT,116,0.5722185135131044,0.569574638466249,0.7176254180602006,189
TrainController,DIRECT,123,0.5597564258025077,0.5518394648829431,0.6794983277591973,196
TrainController,DIRECT,124,0.5243078767514646,0.4867869423901267,0.6527625418060201,197
TrainController,DIRECT,125,0.5594617150534229,0.564122191342032,0.71123745819398,198
TrainController,DIRECT,126,0.4922144818510266,0.479674030806915,0.6399264214046823,199
TrainController,DIRECT,127,0.4947588771100806,0.4641528098356022,0.6349030100334447,200
TrainController,DIRECT,128,0.5345113682151919,0.5435724716190118,0.6657591973244148,201
TrainController,DIRECT,129,0.5582567785067416,0.5474939940647228,0.6652976588628763,202
TrainController,DIRECT,122,0.4712709445313477,0.4512341608177492,0.6276254180602006,195
TrainController,DIRECT,114,0.596320224969135,0.6158909981628904,0.7242675585284281,187
TrainController,DIRECT,18,0.489024267897485,0.4856681897404494,0.6411371237458194,38
TrainController,DIRECT,32,0.0276734932426174,0.6929520508376661,0.665,55
TrainController,DIRECT,14,0.5336354836724051,0.5209854444392106,0.6763545150501672,34
TrainController,DIRECT,115,0.5430360773623724,0.564322389184606,0.6994247491638796,188
TrainController,DIRECT,54,0.5272455906493797,0.471830985915493,0.6480066889632107,87
TrainController,DIRECT,11,0.51033340687717,0.480339394224881,0.6556989966555185,27
TrainController,DIRECT,113,0.6122814650610103,0.6119812520608602,0.7797123745819398,186
TrainController,DIRECT,130,1.0,1.0,1.0,203
TrainController,DIRECT,120,0.5294117647058824,0.972461273666093,0.968,193
TrainController,DIRECT,121,0.4504598053553602,0.4134379857741768,0.6202140468227424,194
TrainController,DIRECT,102,1.0,1.0,1.0,170
TrainController,DIRECT,64,0.5423495016957318,0.5461043855103868,0.6535585284280936,112
TrainController,DIRECT,52,0.4984582716860546,0.4957075227283434,0.6513578595317726,80
TrainController,DIRECT,53,0.4937396785023006,0.4625630034386923,0.690180602006689,86
TrainController,DIRECT,117,0.6297988478933032,0.6367586791652927,0.7705083612040133,190
TrainController,DIRECT,119,0.5526315789473684,0.985370051635112,0.983,192
TrainController,DIRECT,63,0.0693332651627782,0.9182553437319468,0.9056666666666667,104
TrainController,DIRECT,58,0.0017152658662092,0.4286941580756014,0.03200000000000003,94
EasyClinic,DIRECT,20,0.7486343262001155,0.9270270270270272,0.8079497907949791,20
EasyClinic,DIRECT,19,0.6745049671389134,0.6686274509803922,0.2928870292887029,19
EasyClinic,DIRECT,18,0.8039682539682538,0.8785714285714286,0.6545128511655709,18
EasyClinic,HYBRID,19,0.676418255110265,0.6980392156862745,0.35564853556485354,19
EasyClinic,HYBRID,20,0.8578619909502262,0.9486486486486486,0.8648535564853557,20
EasyClinic,HYBRID,23,0.5866299209754914,0.6490196078431372,0.2510460251046025,23
EasyClinic,HYBRID,24,0.8891558441558441,0.9648648648648648,0.9075313807531381,24
EasyClinic,HYBRID,25,0.6879248822474694,0.7235294117647059,0.41004184100418406,25
EasyClinic,HYBRID,26,0.6110112517077105,0.7039215686274509,0.36820083682008364,26
EasyClinic,HYBRID,27,0.5933181311306257,0.6294117647058823,0.2092050209205022,27
EasyClinic,HYBRID,22,0.736581978958618,0.8137254901960785,0.602510460251046,22
EasyClinic,HYBRID,18,0.8376190476190475,0.925,0.7866108786610879,18
EasyClinic,HYBRID,21,0.5676056598725028,0.6509803921568628,0.2552301255230125,21
EasyClinic,DIRECT,21,0.5941487768454442,0.6843137254901961,0.3263598326359832,21
EasyClinic,DIRECT,0,0.5709167615540024,0.6176470588235294,0.18410041841004177,0
EasyClinic,DIRECT,24,0.8069094304388421,0.9243243243243244,0.800836820083682,24
EasyClinic,DIRECT,5,0.5634341316228554,0.6235294117647059,0.19665271966527187,5
EasyClinic,DIRECT,7,0.5409755239183257,0.6702702702702703,0.1322175732217573,7
EasyClinic,DIRECT,13,0.6609596286066874,0.8642857142857143,0.6138673042438733,13
EasyClinic,DIRECT,14,0.8398268398268398,0.9535714285714284,0.867901972504483,14
EasyClinic,DIRECT,1,0.6807048522985384,0.7274509803921568,0.41841004184100417,1
EasyClinic,DIRECT,2,0.6889925417456007,0.7745098039215687,0.5188284518828452,2
EasyClinic,DIRECT,3,0.5508969534050179,0.7810810810810811,0.42384937238493725,3
EasyClinic,DIRECT,4,0.6986291849721957,0.7568627450980392,0.4811715481171548,4
EasyClinic,DIRECT,6,0.5941697523988045,0.7135135135135136,0.24602510460251048,6
EasyClinic,DIRECT,8,0.845446127946128,0.9108108108108108,0.7652719665271966,8
EasyClinic,DIRECT,9,0.7016421568627451,0.8324324324324324,0.5589958158995816,9
EasyClinic,DIRECT,10,0.9317307692307693,0.972972972972973,0.9288702928870293,10
EasyClinic,DIRECT,11,0.9406417112299464,0.9756756756756756,0.9359832635983264,11
EasyClinic,DIRECT,12,0.7483333333333333,0.8821428571428571,0.6646742378959951,12
EasyClinic,DIRECT,15,1.0,1.0,1.0,15
EasyClinic,DIRECT,22,0.7258449565274426,0.7862745098039214,0.5439330543933054,22
EasyClinic,DIRECT,16,0.8629251700680272,0.9464285714285714,0.8475791990436342,16
EasyClinic,DIRECT,17,0.8246460746460746,0.8821428571428571,0.6646742378959951,17
EasyClinic,DIRECT,29,0.5204162746202271,0.5549019607843138,0.05020920502092041,29
EasyClinic,DIRECT,28,0.6754819498160212,0.696078431372549,0.35146443514644365,28
EasyClinic,DIRECT,27,0.6724226151067316,0.707843137254902,0.37656903765690364,27
EasyClinic,DIRECT,26,0.52351117276604,0.6392156862745098,0.23012552301255207,26
EasyClinic,DIRECT,25,0.6637582306839479,0.6862745098039216,0.33054393305439334,25
EasyClinic,DIRECT,23,0.4976224657404364,0.5450980392156863,0.029288702928870314,23
EasyClinic,HYBRID,16,0.903834260977118,0.9785714285714286,0.9390316796174537,16
EasyClinic,HYBRID,14,0.9379251700680272,0.9892857142857142,0.9695158398087268,14
EasyClinic,TRANSITIVE,23,0.6628679170603529,0.7450980392156863,0.4560669456066945,23
EasyClinic,TRANSITIVE,20,0.8571428571428571,0.9324324324324323,0.8221757322175732,20
EasyClinic,TRANSITIVE,3,0.911024531024531,0.972972972972973,0.9288702928870293,3
EasyClinic,TRANSITIVE,11,0.954040404040404,0.9864864864864864,0.9644351464435147,11
EasyClinic,TRANSITIVE,22,0.702406592188536,0.7862745098039216,0.5439330543933054,22
EasyClinic,TRANSITIVE,15,1.0,1.0,1.0,15
EasyClinic,TRANSITIVE,4,0.6743482680514338,0.7725490196078432,0.5146443514644352,4
EasyClinic,TRANSITIVE,5,0.4792578971993932,0.5882352941176471,0.12133891213389114,5
EasyClinic,TRANSITIVE,6,0.8940508021390375,0.962162162162162,0.900418410041841,6
EasyClinic,TRANSITIVE,0,0.6564554098687283,0.7568627450980392,0.4811715481171548,0
EasyClinic,TRANSITIVE,18,0.8754251700680272,0.9607142857142856,0.8882247459653317,18
EasyClinic,TRANSITIVE,21,0.4809722593829934,0.5725490196078431,0.08786610878661061,21
EasyClinic,TRANSITIVE,17,0.8962585034013604,0.975,0.9288702928870293,17
EasyClinic,TRANSITIVE,29,0.6458980173425949,0.719607843137255,0.40167364016736395,29
EasyClinic,TRANSITIVE,28,0.6908899980613692,0.7137254901960784,0.38912133891213385,28
EasyClinic,TRANSITIVE,27,0.4113882137736842,0.5313725490196078,0.0,27
EasyClinic,TRANSITIVE,26,0.7260201868695609,0.7549019607843138,0.4769874476987448,26
EasyClinic,TRANSITIVE,8,0.8984194890077242,0.9648648648648648,0.9075313807531381,8
EasyClinic,TRANSITIVE,25,0.6802814634061813,0.7294117647058823,0.42259414225941416,25
EasyClinic,TRANSITIVE,7,0.8773155929038282,0.9594594594594594,0.893305439330544,7
EasyClinic,TRANSITIVE,24,0.8993181818181818,0.9594594594594594,0.893305439330544,24
EasyClinic,TRANSITIVE,12,0.9571428571428572,0.9892857142857144,0.9695158398087268,12
EasyClinic,TRANSITIVE,2,0.4743657661273671,0.6215686274509804,0.19246861924686187,2
EasyClinic,HYBRID,17,0.8529251700680271,0.9285714285714286,0.7967722653915122,17
EasyClinic,TRANSITIVE,10,0.9651515151515152,0.9891891891891892,0.9715481171548117,10
EasyClinic,HYBRID,12,0.8885281385281385,0.975,0.9288702928870293,12
EasyClinic,HYBRID,4,0.7261628822387337,0.8058823529411763,0.5857740585774058,4
EasyClinic,TRANSITIVE,19,0.6818995330426492,0.7254901960784313,0.41422594142259417,19
EasyClinic,TRANSITIVE,1,0.6684351977011025,0.7705882352941177,0.510460251046025,1
EasyClinic,HYBRID,3,0.7463149350649352,0.8972972972972972,0.7297071129707113,3
EasyClinic,HYBRID,28,0.7319367873575578,0.7254901960784315,0.41422594142259417,28
EasyClinic,HYBRID,2,0.5784967905415,0.7176470588235294,0.39748953974895396,2
EasyClinic,HYBRID,29,0.5839582833587875,0.6509803921568628,0.2552301255230125,29
EasyClinic,HYBRID,8,0.8969372294372294,0.9567567567567568,0.8861924686192468,8
EasyClinic,HYBRID,13,0.8801587301587301,0.9785714285714284,0.9390316796174537,13
EasyClinic,HYBRID,6,0.7917982017982017,0.8972972972972972,0.7297071129707113,6
EasyClinic,HYBRID,0,0.656520058972827,0.696078431372549,0.35146443514644365,0
EasyClinic,HYBRID,7,0.7466951871657753,0.8513513513513513,0.608786610878661,7
EasyClinic,TRANSITIVE,16,0.8962585034013604,0.975,0.9288702928870293,16
EasyClinic,HYBRID,15,1.0,1.0,1.0,15
EasyClinic,HYBRID,9,0.9416666666666668,0.962162162162162,0.900418410041841,9
EasyClinic,HYBRID,10,0.9651515151515152,0.9891891891891892,0.9715481171548117,10
EasyClinic,HYBRID,11,0.9733333333333332,0.991891891891892,0.9786610878661088,11
EasyClinic,TRANSITIVE,13,0.9821428571428572,0.9964285714285714,0.9898386132695756,13
EasyClinic,TRANSITIVE,9,0.9614285714285714,0.9864864864864864,0.9644351464435147,9
EasyClinic,TRANSITIVE,14,0.9821428571428572,0.9964285714285714,0.9898386132695756,14
EasyClinic,HYBRID,1,0.7233858547515906,0.7941176470588236,0.5606694560669456,1
EasyClinic,HYBRID,5,0.528970417592773,0.611764705882353,0.17154811715481166,5
EBT,DIRECT,12,0.675213878959395,0.6103565365025467,0.35806451612903223,17
EBT,DIRECT,13,0.7172605829746898,0.5814940577249575,0.32258064516129026,18
EBT,DIRECT,14,0.7939950905763176,0.7487266553480476,0.6258064516129032,19
EBT,DIRECT,15,0.7573454395799082,0.7266553480475382,0.5548387096774193,20
EBT,DIRECT,9,0.8123709630071794,0.734295415959253,0.5548387096774193,14
EBT,DIRECT,19,0.7918819294615175,0.7512733446519526,0.6161290322580645,24
EBT,DIRECT,34,0.7815560232829419,0.6808149405772496,0.4354838709677419,39
EBT,DIRECT,35,0.7876698335876959,0.7198641765704584,0.5419354838709677,40
EBT,DIRECT,0,0.7030440348182283,0.6162988115449916,0.47096774193548385,3
EBT,DIRECT,21,0.8282897868371167,0.7665534804753821,0.6451612903225806,26
EBT,DIRECT,22,0.7682628120865753,0.7190152801358235,0.5451612903225805,27
EBT,DIRECT,24,0.8459467340020556,0.7691001697792869,0.5903225806451613,29
EBT,DIRECT,25,0.8178694204071647,0.7436332767402376,0.6225806451612903,30
EBT,DIRECT,27,0.8413077901481492,0.765704584040747,0.6032258064516128,32
EBT,DIRECT,11,0.7881513869943995,0.66723259762309,0.4838709677419354,16
EBT,DIRECT,23,0.8244405925575838,0.7453310696095076,0.5774193548387097,28
EBT,DIRECT,4,0.7883204767497187,0.7546689303904924,0.667741935483871,9
EBT,DIRECT,18,0.7324246139982598,0.737691001697793,0.5838709677419355,23
EBT,TRANSITIVE,19,0.8463340867661681,0.7877758913412564,0.6967741935483871,24
EBT,TRANSITIVE,26,0.9094262057127028,0.8556876061120543,0.8258064516129032,31
EBT,TRANSITIVE,21,0.8450297907038073,0.7843803056027164,0.6903225806451613,26
EBT,TRANSITIVE,22,0.8730966408581728,0.8098471986417657,0.7387096774193548,27
EBT,TRANSITIVE,23,0.8955887101845214,0.8455008488964346,0.8064516129032258,28
EBT,TRANSITIVE,24,0.907742405641806,0.8556876061120543,0.8258064516129032,29
EBT,TRANSITIVE,25,0.897499885359349,0.8522920203735145,0.8193548387096774,30
EBT,TRANSITIVE,27,0.8890295207384455,0.8404074702886248,0.7967741935483871,32
EBT,TRANSITIVE,35,0.8950887475750918,0.8285229202037351,0.7741935483870968,40
EBT,TRANSITIVE,29,0.8651160039004332,0.8047538200339559,0.729032258064516,34
EBT,TRANSITIVE,30,0.880751996179914,0.8251273344651953,0.7677419354838709,35
EBT,TRANSITIVE,31,0.897350091965192,0.8522920203735145,0.8193548387096774,36
EBT,TRANSITIVE,32,0.8874325300362917,0.8285229202037351,0.7741935483870968,37
EBT,TRANSITIVE,33,0.8737593952336611,0.8183361629881155,0.7548387096774193,38
EBT,TRANSITIVE,34,0.8817615055309507,0.8183361629881155,0.7548387096774193,39
EBT,DIRECT,26,0.8291848470214529,0.7572156196943972,0.596774193548387,31
EBT,DIRECT,16,0.7904753498767622,0.7241086587436334,0.5709677419354838,21
EBT,DIRECT,17,0.7298793946448909,0.7342954159592531,0.5774193548387097,22
EBT,DIRECT,1,0.7303225806451613,0.6451612903225806,0.4838709677419354,4
EBT,DIRECT,2,0.6161290322580645,0.4380305602716468,0.12580645161290316,6
EBT,DIRECT,3,0.654516129032258,0.5382003395585738,0.4161290322580644,7
EBT,DIRECT,28,0.7231888587868217,0.6825127334465195,0.5064516129032257,33
EBT,DIRECT,6,0.8408001129838067,0.7691001697792867,0.6419354838709677,11
EBT,DIRECT,7,0.656774193548387,0.5483870967741935,0.4580645161290322,12
EBT,DIRECT,8,0.8319234976368528,0.7495755517826825,0.5612903225806452,13
EBT,DIRECT,5,0.747224195185904,0.6451612903225806,0.3999999999999999,10
EBT,DIRECT,10,0.5,0.979591836734694,1.0,15
EBT,TRANSITIVE,14,0.8907638310134949,0.8132427843803055,0.7451612903225807,19
EBT,DIRECT,29,0.5704323179862479,0.4711375212224108,0.12580645161290316,34
EBT,TRANSITIVE,28,0.8511845528541607,0.7945670628183361,0.7096774193548386,33
EBT,DIRECT,31,0.8656236321826123,0.7894736842105263,0.6774193548387096,36
EBT,HYBRID,21,0.8580577283169016,0.8149405772495755,0.7483870967741936,26
EBT,HYBRID,22,0.8644910018404035,0.8081494057724958,0.7354838709677419,27
EBT,HYBRID,23,0.8936713040032511,0.8455008488964347,0.8064516129032258,28
EBT,HYBRID,24,0.904607848319262,0.8505942275042445,0.8161290322580645,29
EBT,HYBRID,25,0.8904310155003605,0.8471986417657045,0.8096774193548387,30
EBT,HYBRID,29,0.6744345674878514,0.6281833616298811,0.3935483870967741,34
EBT,HYBRID,28,0.8067730956881077,0.769100169779287,0.6612903225806451,33
EBT,HYBRID,30,0.8778147909865552,0.7928692699490663,0.7064516129032258,35
EBT,HYBRID,5,0.8307474812104694,0.7419354838709677,0.6096774193548387,10
EBT,HYBRID,31,0.941775929676435,0.8947368421052632,0.9,36
EBT,HYBRID,33,0.8506580893866286,0.7775891341256367,0.6774193548387096,38
EBT,HYBRID,18,0.789048980776926,0.7894736842105263,0.7,23
EBT,HYBRID,20,0.8269897416037536,0.8064516129032258,0.7322580645161291,25
EBT,HYBRID,26,0.8963392978700445,0.8421052631578948,0.7999999999999999,31
EBT,HYBRID,9,0.8819337355312976,0.830220713073005,0.7774193548387097,14
EBT,HYBRID,15,0.8150328633738297,0.797962648556876,0.7161290322580645,20
EBT,HYBRID,0,0.8846069140167605,0.8353140916808149,0.7870967741935484,3
EBT,HYBRID,1,0.917273111853078,0.8590831918505942,0.832258064516129,4
EBT,HYBRID,2,0.6947764034168127,0.6587436332767402,0.4516129032258064,6
EBT,HYBRID,3,0.7574838688440874,0.6825127334465196,0.49677419354838703,7
EBT,HYBRID,32,0.8736117444691214,0.8183361629881154,0.7548387096774193,37
EBT,HYBRID,14,0.9031994619981614,0.8183361629881154,0.7548387096774193,19
EBT,HYBRID,35,0.879915790444478,0.8030560271646858,0.7258064516129031,40
EBT,HYBRID,16,0.829289544444474,0.7724957555178269,0.667741935483871,21
EBT,TRANSITIVE,13,0.8482049917421977,0.7860780984719864,0.6935483870967741,18
EBT,TRANSITIVE,15,0.8708780361981248,0.8081494057724958,0.7354838709677419,20
EBT,HYBRID,17,0.7915035549819746,0.7928692699490661,0.7064516129032258,22
EBT,HYBRID,19,0.8257802686200871,0.801358234295416,0.7225806451612903,24
EBT,HYBRID,4,0.8407307135000552,0.8132427843803056,0.7451612903225807,9
EBT,HYBRID,27,0.900956429352753,0.864176570458404,0.8419354838709677,32
EBT,DIRECT,32,0.7466412262947202,0.7173174872665534,0.5225806451612902,37
EBT,DIRECT,33,0.7639778334072932,0.6977928692699491,0.48064516129032253,38
EBT,DIRECT,20,0.7918849017879692,0.7546689303904924,0.6225806451612903,25
EBT,TRANSITIVE,18,0.800621965196259,0.7589134125636673,0.6419354838709677,23
EBT,TRANSITIVE,17,0.8079475650691337,0.7623089983022072,0.6483870967741935,22
EBT,TRANSITIVE,16,0.8448060454456413,0.7775891341256367,0.6774193548387096,21
EBT,TRANSITIVE,1,0.9154809971577376,0.8573853989813243,0.8290322580645162,4
EBT,TRANSITIVE,2,0.8598418206029663,0.7809847198641765,0.6838709677419355,6
EBT,TRANSITIVE,3,0.775840243652075,0.6876061120543294,0.5064516129032257,7
EBT,TRANSITIVE,4,0.9022839402356466,0.8387096774193549,0.7935483870967742,9
EBT,TRANSITIVE,5,0.8915070795454589,0.831918505942275,0.7806451612903226,10
