dataset,name,map,auc,lag,iteration,percent
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,0.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,1.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,2.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,3.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,4.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,5.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,6.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,7.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,8.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,9.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,10.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,11.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,12.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,13.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,14.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,15.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,16.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,17.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,18.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,19.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,20.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,21.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,22.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,23.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,24.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,25.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,26.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,27.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,28.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,29.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,30.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,31.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,32.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,33.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,34.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,35.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,36.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,37.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,38.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,39.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,40.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,41.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,42.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,43.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,44.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,45.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,46.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,47.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,48.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,49.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,50.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,51.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,52.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,53.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,54.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,55.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,56.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,57.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,58.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,59.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,60.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,61.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,62.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,63.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,64.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,65.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,66.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,67.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,68.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,69.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,70.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,71.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,72.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,73.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,74.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,75.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,76.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,77.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,78.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,79.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,80.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,81.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,82.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,83.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,84.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,85.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,86.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,87.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,88.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,89.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,90.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,91.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,92.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,93.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,94.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,95.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,96.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,97.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,98.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.000000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.712,0.771,237.866,99.0,0.0
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.781,0.852,153.33,22.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.789,0.865,140.15,3.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.796,0.869,135.464,99.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.798,0.853,152.48,17.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.799,0.862,143.3,16.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.8,0.837,169.024,56.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.8,0.867,138.365,19.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.801,0.856,149.324,53.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.801,0.842,163.45,77.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.801,0.864,141.29,91.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.802,0.852,153.209,50.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.802,0.842,163.458,39.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.804,0.861,144.469,38.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.805,0.865,139.828,25.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.805,0.855,150.003,32.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.805,0.843,162.576,66.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.806,0.845,160.579,68.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.806,0.848,157.129,29.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.806,0.865,140.442,94.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.807,0.854,151.831,98.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.807,0.865,139.74,87.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.807,0.85,156.016,55.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.807,0.852,153.051,80.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.81,0.859,145.786,36.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.81,0.851,154.391,18.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.811,0.859,146.145,92.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.812,0.848,157.41,44.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.813,0.864,140.925,60.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.814,0.872,133.19,28.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.814,0.855,150.855,41.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.815,0.864,141.11,2.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.815,0.866,138.464,43.0,0.1
EasyClinic,(o (MAX) ((. (VSM RAW NT) (0 2)) ($ (MAX 0.100000) ((. (VSM RAW NT) (0 1)) (. (VSM RAW NT) (1 2)))))),0.815,0.859,145.871,52.0,0.1
