dataset,direct_rank,n_words,rank_gain,transitive_rank
EBT,0.76,0.0,-0.16,0.92
EBT,0.78,0.0,0.12,0.66
EBT,0.98,0.0,0.54,0.44
EBT,0.82,0.0,0.2,0.62
EBT,0.9,0.0,0.02,0.88
EBT,0.92,0.0,0.42,0.5
EBT,0.7,0.0,-0.08,0.78
EBT,0.68,0.0,-0.3,0.98
EBT,0.92,0.0,0.0,0.92
EBT,0.94,0.0,0.32,0.62
EBT,0.84,0.0,0.2,0.64
EBT,0.8,0.0,-0.08,0.88
EBT,0.76,0.0,0.28,0.48
EBT,0.98,0.0,0.18,0.8
EBT,0.96,0.0,0.0,0.96
EBT,0.94,0.0,0.06,0.88
EBT,0.94,0.0,-0.04,0.98
EBT,0.9,0.0,0.4,0.5
EBT,0.92,0.0,0.02,0.9
EBT,0.98,0.0,0.32,0.66
EBT,0.86,0.0,-0.1,0.96
EBT,0.92,0.0,0.32,0.6
EBT,0.88,0.0,-0.04,0.92
EBT,0.98,0.0,0.36,0.62
EBT,0.84,0.0,-0.14,0.98
EBT,0.86,0.0,0.14,0.72
EBT,0.9,0.0,-0.02,0.92
EBT,0.98,0.0,0.28,0.7
EBT,0.94,0.0,-0.04,0.98
EBT,0.88,0.0,0.2,0.68
EBT,0.92,0.0,0.0,0.92
EBT,0.98,0.0,0.32,0.66
EBT,0.94,0.0,-0.04,0.98
EBT,0.92,0.0,0.24,0.68
EBT,0.9,0.0,0.0,0.9
EBT,0.86,0.0,-0.1,0.96
EBT,0.88,0.0,0.2,0.68
EBT,0.9,0.0,0.0,0.9
EBT,0.98,0.0,0.4,0.58
EBT,0.82,0.0,0.2,0.62
EBT,0.84,0.0,0.4,0.44
EBT,0.92,0.0,0.46,0.46
EBT,0.98,0.0,0.22,0.76
EBT,0.98,0.0,0.24,0.74
EBT,0.98,0.0,0.56,0.42
EBT,0.86,0.0,0.2,0.66
EBT,0.92,0.0,0.44,0.48
EBT,0.76,0.0,0.0,0.76
EBT,0.7,0.0,-0.28,0.98
EBT,0.78,0.0,-0.14,0.92
EBT,0.8,0.0,0.12,0.68
EBT,0.98,0.0,0.6,0.38
EBT,0.84,0.0,0.22,0.62
EBT,0.88,0.0,0.4,0.48
EBT,0.92,0.0,0.04,0.88
EBT,0.94,0.0,0.44,0.5
EBT,0.72,0.0,-0.06,0.78
EBT,0.76,0.0,-0.22,0.98
EBT,0.96,0.0,0.24,0.72
EBT,0.98,0.0,0.6,0.38
EBT,0.9,0.0,0.26,0.64
EBT,0.72,0.0,-0.18,0.9
EBT,0.78,0.0,0.28,0.5
EBT,0.98,0.0,0.64,0.34
EBT,0.92,0.0,0.5,0.42
EBT,0.94,0.0,0.46,0.48
EBT,0.8,0.0,0.04,0.76
EBT,0.42,1.0,-0.28,0.7
EBT,0.28,1.0,-0.06,0.34
EBT,0.32,1.0,0.1,0.22
EBT,0.2,1.0,-0.4,0.6
EBT,0.4,1.0,-0.08,0.48
EBT,0.14,1.0,-0.24,0.38
EBT,0.36,1.0,-0.26,0.62
EBT,0.08,1.0,0.0,0.08
EBT,0.0,1.0,0.0,0.0
EBT,0.04,1.0,0.02,0.02
EBT,0.26,1.0,-0.3,0.56
EBT,0.18,1.0,0.02,0.16
EBT,0.3,1.0,-0.52,0.82
EBT,0.34,1.0,0.0,0.34
EBT,0.44,1.0,0.14,0.3
EBT,0.42,1.0,0.2,0.22
EBT,0.22,1.0,-0.32,0.54
EBT,0.52,1.0,-0.04,0.56
EBT,0.14,1.0,-0.24,0.38
EBT,0.5,1.0,-0.12,0.62
EBT,0.0,1.0,0.0,0.0
EBT,0.3,1.0,-0.22,0.52
EBT,0.2,1.0,0.0,0.2
EBT,0.38,1.0,-0.44,0.82
EBT,0.2,1.0,0.0,0.2
EBT,0.38,1.0,-0.32,0.7
EBT,0.3,1.0,-0.16,0.46
EBT,0.22,1.0,0.06,0.16
EBT,0.26,1.0,0.0,0.26
EBT,0.08,1.0,-0.52,0.6
EBT,0.36,1.0,0.02,0.34
EBT,0.32,1.0,-0.32,0.64
EBT,0.16,1.0,-0.5,0.66
EBT,0.06,1.0,0.0,0.06
EBT,0.18,1.0,-0.3,0.48
EBT,0.24,1.0,-0.28,0.52
EBT,0.32,1.0,-0.66,0.98
EBT,0.38,1.0,0.22,0.16
EBT,0.7,1.0,0.34,0.36
EBT,0.28,1.0,0.14,0.14
EBT,0.0,1.0,-0.2,0.2
EBT,0.18,1.0,0.14,0.04
EBT,0.2,1.0,0.12,0.08
EBT,0.58,1.0,-0.28,0.86
EBT,0.66,1.0,0.02,0.64
EBT,0.5,1.0,0.1,0.4
EBT,0.34,1.0,0.22,0.12
EBT,0.42,1.0,-0.56,0.98
EBT,0.16,1.0,0.02,0.14
EBT,0.46,1.0,-0.46,0.92
EBT,0.68,1.0,0.18,0.5
EBT,0.64,1.0,0.04,0.6
EBT,0.0,1.0,-0.18,0.18
EBT,0.08,1.0,0.06,0.02
EBT,0.1,1.0,0.06,0.04
EBT,0.44,1.0,-0.46,0.9
EBT,0.62,1.0,0.04,0.58
EBT,0.14,1.0,0.02,0.12
EBT,0.48,1.0,-0.22,0.7
EBT,0.24,1.0,0.08,0.16
EBT,0.5,1.0,-0.06,0.56
EBT,0.2,1.0,0.08,0.12
EBT,0.56,1.0,0.08,0.48
EBT,0.0,1.0,-0.08,0.08
EBT,0.06,1.0,0.04,0.02
EBT,0.08,1.0,0.04,0.04
EBT,0.22,1.0,0.08,0.14
EBT,0.56,1.0,-0.14,0.7
EBT,0.22,1.0,0.06,0.16
EBT,0.42,1.0,0.02,0.4
EBT,0.58,1.0,0.04,0.54
EBT,0.18,1.0,0.08,0.1
EBT,0.64,1.0,0.14,0.5
EBT,0.0,1.0,-0.08,0.08
EBT,0.12,1.0,0.1,0.02
EBT,0.14,1.0,0.1,0.04
EBT,0.2,1.0,0.06,0.14
EBT,0.76,1.0,-0.16,0.92
EBT,0.82,1.0,0.14,0.68
EBT,0.72,1.0,-0.2,0.92
EBT,0.7,1.0,0.1,0.6
EBT,0.6,1.0,0.08,0.52
EBT,0.44,1.0,0.08,0.36
EBT,0.26,1.0,0.02,0.24
EBT,0.72,1.0,-0.18,0.9
EBT,0.54,1.0,0.04,0.5
EBT,0.4,1.0,-0.08,0.48
EBT,0.22,1.0,0.0,0.22
EBT,0.12,1.0,0.02,0.1
EBT,0.16,1.0,0.04,0.12
EBT,0.14,1.0,-0.12,0.26
EBT,0.24,1.0,0.04,0.2
EBT,0.72,1.0,-0.18,0.9
EBT,0.48,1.0,0.02,0.46
EBT,0.36,1.0,-0.14,0.5
EBT,0.14,1.0,-0.06,0.2
EBT,0.32,1.0,0.08,0.24
EBT,0.74,1.0,-0.16,0.9
EBT,0.56,1.0,0.06,0.5
EBT,0.28,1.0,0.08,0.2
EBT,0.22,1.0,0.1,0.12
EBT,0.24,1.0,0.1,0.14
EBT,0.18,1.0,-0.08,0.26
EBT,0.3,1.0,0.14,0.16
EBT,0.36,1.0,0.1,0.26
EBT,0.26,1.0,0.16,0.1
EBT,0.28,1.0,0.16,0.12
EBT,0.34,1.0,0.14,0.2
EBT,0.8,1.0,0.18,0.62
EBT,0.72,1.0,-0.2,0.92
EBT,0.52,1.0,0.02,0.5
EBT,0.4,1.0,-0.08,0.48
EBT,0.58,1.0,0.16,0.42
EBT,0.24,1.0,-0.04,0.28
EBT,0.1,1.0,-0.02,0.12
EBT,0.52,1.0,0.2,0.32
EBT,0.62,1.0,0.12,0.5
EBT,0.04,1.0,-0.04,0.08
EBT,0.72,1.0,0.24,0.48
EBT,0.0,1.0,-0.02,0.02
EBT,0.02,1.0,-0.02,0.04
EBT,0.2,1.0,0.06,0.14
EBT,0.08,1.0,-0.02,0.1
EBT,0.24,1.0,-0.74,0.98
EBT,0.16,1.0,0.0,0.16
EBT,0.3,1.0,-0.6,0.9
EBT,0.76,1.0,0.38,0.38
EBT,0.7,1.0,0.2,0.5
EBT,0.68,1.0,0.06,0.62
EBT,0.12,1.0,0.02,0.1
EBT,0.18,1.0,-0.16,0.34
EBT,0.04,1.0,0.02,0.02
EBT,0.06,1.0,0.02,0.04
EBT,0.26,1.0,-0.66,0.92
EBT,0.14,1.0,0.02,0.12
EBT,0.42,1.0,-0.5,0.92
EBT,0.58,1.0,0.04,0.54
EBT,0.66,1.0,0.16,0.5
EBT,0.0,1.0,-0.18,0.18
EBT,0.26,1.0,-0.72,0.98
EBT,0.34,1.0,-0.58,0.92
EBT,0.76,1.0,0.2,0.56
EBT,0.4,1.0,-0.08,0.48
EBT,0.32,1.0,-0.58,0.9
EBT,0.78,1.0,0.0,0.78
EBT,0.12,1.0,0.0,0.12
EBT,0.48,1.0,-0.06,0.54
EBT,0.08,1.0,0.02,0.06
EBT,0.58,1.0,0.14,0.44
EBT,0.54,1.0,0.08,0.46
EBT,0.02,1.0,0.0,0.02
EBT,0.04,1.0,0.0,0.04
EBT,0.1,1.0,0.0,0.1
EBT,0.12,1.0,0.0,0.12
EBT,0.62,1.0,-0.3,0.92
EBT,0.08,1.0,0.02,0.06
EBT,0.68,1.0,0.2,0.48
EBT,0.14,1.0,-0.18,0.32
EBT,0.02,1.0,0.0,0.02
EBT,0.04,1.0,0.0,0.04
EBT,0.1,1.0,0.0,0.1
EBT,0.64,1.0,-0.14,0.78
EBT,0.44,1.0,-0.54,0.98
EBT,0.12,1.0,0.0,0.12
EBT,0.5,1.0,-0.42,0.92
EBT,0.68,1.0,-0.04,0.72
EBT,0.48,1.0,-0.02,0.5
EBT,0.66,1.0,0.02,0.64
EBT,0.08,1.0,0.02,0.06
EBT,0.02,1.0,0.0,0.02
EBT,0.04,1.0,0.0,0.04
EBT,0.46,1.0,-0.44,0.9
EBT,0.1,1.0,0.0,0.1
EBT,0.1,2.0,0.04,0.06
EBT,0.02,2.0,-0.02,0.04
EBT,0.06,2.0,-0.04,0.1
EBT,0.12,2.0,-0.16,0.28
EBT,0.1,2.0,0.02,0.08
EBT,0.4,2.0,-0.26,0.66
EBT,0.08,2.0,-0.02,0.1
EBT,0.12,2.0,-0.16,0.28
EBT,0.04,2.0,0.0,0.04
EBT,0.62,2.0,-0.06,0.68
EBT,0.22,2.0,0.12,0.1
EBT,0.6,2.0,0.02,0.58
EBT,0.56,2.0,0.0,0.56
EBT,0.42,2.0,-0.06,0.48
EBT,0.64,2.0,-0.02,0.66
EBT,0.12,2.0,0.02,0.1
EBT,0.56,2.0,-0.08,0.64
EBT,0.06,2.0,-0.02,0.08
EBT,0.28,2.0,0.04,0.24
EBT,0.18,2.0,0.08,0.1
EBT,0.34,2.0,-0.08,0.42
EBT,0.44,2.0,-0.16,0.6
EBT,0.4,2.0,-0.12,0.52
EBT,0.3,2.0,0.06,0.24
EBT,0.16,2.0,0.04,0.12
EBT,0.32,2.0,-0.12,0.44
EBT,0.5,2.0,-0.1,0.6
EBT,0.44,2.0,-0.08,0.52
EBT,0.26,2.0,0.12,0.14
EBT,0.22,2.0,0.16,0.06
EBT,0.74,2.0,0.14,0.6
EBT,0.02,2.0,-0.38,0.4
EBT,0.1,2.0,0.08,0.02
EBT,0.12,2.0,0.08,0.04
EBT,0.24,2.0,0.14,0.1
EBT,0.04,2.0,-0.18,0.22
EBT,0.54,2.0,0.08,0.46
EBT,0.42,2.0,-0.2,0.62
EBT,0.06,2.0,-0.12,0.18
EBT,0.56,2.0,0.16,0.4
EBT,0.1,2.0,0.06,0.04
EBT,0.08,2.0,0.0,0.08
EBT,0.68,2.0,0.04,0.64
EBT,0.22,2.0,0.16,0.06
EBT,0.02,2.0,-0.14,0.16
EBT,0.52,2.0,0.06,0.46
EBT,0.2,2.0,0.06,0.14
EBT,0.64,2.0,0.48,0.16
EBT,0.5,2.0,-0.16,0.66
EBT,0.44,2.0,0.02,0.42
EBT,0.68,2.0,0.04,0.64
EBT,0.22,2.0,-0.04,0.26
EBT,0.56,2.0,0.14,0.42
EBT,0.46,2.0,-0.2,0.66
EBT,0.2,2.0,-0.04,0.24
EBT,0.24,2.0,0.1,0.14
EBT,0.68,2.0,0.0,0.68
EBT,0.18,2.0,-0.04,0.22
EBT,0.52,2.0,0.06,0.46
EBT,0.7,2.0,0.52,0.18
EBT,0.46,2.0,-0.18,0.64
EBT,0.14,2.0,-0.34,0.48
EBT,0.5,2.0,0.08,0.42
EBT,0.72,2.0,0.14,0.58
EBT,0.3,2.0,0.14,0.16
EBT,0.7,2.0,-0.22,0.92
EBT,0.58,2.0,0.08,0.5
EBT,0.64,2.0,0.04,0.6
EBT,0.5,2.0,0.02,0.48
EBT,0.1,2.0,-0.14,0.24
EBT,0.78,2.0,0.14,0.64
EBT,0.12,2.0,-0.18,0.3
EBT,0.68,2.0,0.04,0.64
EBT,0.2,2.0,-0.02,0.22
EBT,0.54,2.0,0.1,0.44
EBT,0.64,2.0,0.46,0.18
EBT,0.46,2.0,-0.2,0.66
EBT,0.14,2.0,-0.06,0.2
EBT,0.08,2.0,-0.02,0.1
EBT,0.12,2.0,-0.02,0.14
EBT,0.7,2.0,0.08,0.62
EBT,0.18,2.0,0.1,0.08
EBT,0.0,2.0,-0.12,0.12
EBT,0.24,2.0,-0.72,0.96
EBT,0.3,2.0,0.06,0.24
EBT,0.44,2.0,0.22,0.22
EBT,0.28,2.0,0.1,0.18
EBT,0.06,2.0,0.0,0.06
EBT,0.36,2.0,-0.56,0.92
EBT,0.46,2.0,-0.18,0.64
EBT,0.54,2.0,0.0,0.54
EBT,0.34,2.0,-0.56,0.9
EBT,0.48,2.0,-0.04,0.52
EBT,0.32,2.0,0.12,0.2
EBT,0.1,2.0,0.02,0.08
EBT,0.62,2.0,0.16,0.46
EBT,0.56,2.0,0.12,0.44
EBT,0.2,2.0,-0.78,0.98
EBT,0.16,2.0,0.04,0.12
EBT,0.5,2.0,-0.1,0.6
EBT,0.12,2.0,0.04,0.08
EBT,0.56,2.0,-0.02,0.58
EBT,0.04,2.0,0.02,0.02
EBT,0.06,2.0,0.02,0.04
EBT,0.32,2.0,-0.58,0.9
EBT,0.54,2.0,0.02,0.52
EBT,0.14,2.0,0.04,0.1
EBT,0.12,2.0,-0.04,0.16
EBT,0.7,2.0,0.12,0.58
EBT,0.06,2.0,-0.02,0.08
EBT,0.02,2.0,0.0,0.02
EBT,0.04,2.0,0.0,0.04
EBT,0.68,2.0,0.08,0.6
EBT,0.56,2.0,0.2,0.36
EBT,0.1,2.0,0.0,0.1
EBT,0.42,2.0,-0.24,0.66
EBT,0.4,2.0,0.0,0.4
EBT,0.06,2.0,-0.02,0.08
EBT,0.5,2.0,-0.1,0.6
EBT,0.38,2.0,-0.14,0.52
EBT,0.34,2.0,-0.02,0.36
EBT,0.58,2.0,-0.1,0.68
EBT,0.28,2.0,0.06,0.22
EBT,0.06,2.0,-0.02,0.08
EBT,0.48,2.0,-0.04,0.52
EBT,0.26,2.0,0.02,0.24
EBT,0.24,2.0,0.04,0.2
EBT,0.06,2.0,-0.02,0.08
EBT,0.62,2.0,0.16,0.46
EBT,0.42,2.0,-0.12,0.54
EBT,0.52,2.0,-0.08,0.6
EBT,0.4,2.0,-0.12,0.52
EBT,0.18,2.0,0.02,0.16
EBT,0.16,3.0,-0.2,0.36
EBT,0.16,3.0,-0.2,0.36
EBT,0.02,3.0,-0.02,0.04
EBT,0.0,3.0,-0.02,0.02
EBT,0.02,3.0,0.02,0.0
EBT,0.52,3.0,0.22,0.3
EBT,0.4,3.0,-0.04,0.44
EBT,0.44,3.0,0.2,0.24
EBT,0.36,3.0,-0.1,0.46
EBT,0.38,3.0,-0.3,0.68
EBT,0.36,3.0,-0.04,0.4
EBT,0.22,3.0,0.0,0.22
EBT,0.26,3.0,-0.16,0.42
EBT,0.28,3.0,0.12,0.16
EBT,0.32,3.0,-0.04,0.36
EBT,0.16,3.0,-0.06,0.22
EBT,0.26,3.0,0.08,0.18
EBT,0.1,3.0,-0.12,0.22
EBT,0.24,3.0,0.06,0.18
EBT,0.36,3.0,0.02,0.34
EBT,0.3,3.0,0.06,0.24
EBT,0.2,3.0,0.12,0.08
EBT,0.52,3.0,0.02,0.5
EBT,0.04,3.0,-0.16,0.2
EBT,0.08,3.0,-0.4,0.48
EBT,0.7,3.0,-0.02,0.72
EBT,0.4,3.0,0.14,0.26
EBT,0.58,3.0,-0.1,0.68
EBT,0.32,3.0,0.02,0.3
EBT,0.14,3.0,0.02,0.12
EBT,0.66,3.0,0.42,0.24
EBT,0.34,3.0,-0.04,0.38
EBT,0.36,3.0,-0.2,0.56
EBT,0.46,3.0,0.04,0.42
EBT,0.34,3.0,0.06,0.28
EBT,0.6,3.0,-0.08,0.68
EBT,0.3,3.0,-0.04,0.34
EBT,0.1,3.0,-0.22,0.32
EBT,0.42,3.0,-0.14,0.56
EBT,0.58,3.0,0.0,0.58
EBT,0.08,3.0,0.0,0.08
EBT,0.46,3.0,0.02,0.44
EBT,0.38,3.0,0.08,0.3
EBT,0.28,3.0,0.1,0.18
EBT,0.12,3.0,-0.2,0.32
EBT,0.42,3.0,-0.14,0.56
EBT,0.6,3.0,-0.04,0.64
EBT,0.54,3.0,0.1,0.44
EBT,0.06,3.0,-0.04,0.1
EBT,0.1,3.0,0.02,0.08
EBT,0.5,3.0,0.02,0.48
EBT,0.4,3.0,0.1,0.3
EBT,0.62,3.0,0.02,0.6
EBT,0.0,3.0,-0.1,0.1
EBT,0.42,3.0,-0.14,0.56
EBT,0.64,3.0,0.02,0.62
EBT,0.12,3.0,0.04,0.08
EBT,0.48,3.0,0.04,0.44
EBT,0.6,3.0,0.16,0.44
EBT,0.44,3.0,0.3,0.14
EBT,0.56,3.0,0.14,0.42
EBT,0.38,3.0,0.12,0.26
EBT,0.1,3.0,0.04,0.06
EBT,0.3,3.0,0.0,0.3
EBT,0.16,3.0,0.0,0.16
EBT,0.22,3.0,-0.12,0.34
EBT,0.42,3.0,-0.14,0.56
EBT,0.62,3.0,0.02,0.6
EBT,0.48,3.0,0.02,0.46
EBT,0.38,3.0,-0.28,0.66
EBT,0.42,3.0,-0.14,0.56
EBT,0.44,3.0,0.26,0.18
EBT,0.42,3.0,-0.1,0.52
EBT,0.5,3.0,-0.16,0.66
EBT,0.66,3.0,0.02,0.64
EBT,0.4,3.0,0.08,0.32
EBT,0.6,3.0,0.02,0.58
EBT,0.2,3.0,0.06,0.14
EBT,0.46,3.0,-0.16,0.62
EBT,0.4,3.0,0.16,0.24
EBT,0.1,3.0,0.04,0.06
EBT,0.38,3.0,-0.08,0.46
EBT,0.3,3.0,0.14,0.16
EBT,0.38,3.0,-0.26,0.64
EBT,0.2,3.0,-0.02,0.22
EBT,0.08,3.0,0.02,0.06
EBT,0.54,3.0,0.04,0.5
EBT,0.58,3.0,0.14,0.44
EBT,0.52,3.0,-0.1,0.62
EBT,0.72,3.0,0.04,0.68
EBT,0.22,3.0,-0.02,0.24
EBT,0.2,3.0,0.02,0.18
EBT,0.18,3.0,-0.04,0.22
EBT,0.14,3.0,0.0,0.14
EBT,0.46,3.0,0.0,0.46
EBT,0.44,3.0,-0.1,0.54
EBT,0.24,3.0,0.08,0.16
EBT,0.28,3.0,0.1,0.18
EBT,0.58,3.0,0.18,0.4
EBT,0.32,3.0,0.0,0.32
EBT,0.06,4.0,0.0,0.06
EBT,0.04,4.0,0.02,0.02
EBT,0.1,4.0,-0.16,0.26
EBT,0.04,4.0,0.02,0.02
EBT,0.08,4.0,0.02,0.06
EBT,0.24,4.0,-0.18,0.42
EBT,0.4,4.0,0.1,0.3
EBT,0.04,4.0,-0.16,0.2
EBT,0.18,4.0,0.12,0.06
EBT,0.32,4.0,0.08,0.24
EBT,0.24,4.0,-0.04,0.28
EBT,0.02,4.0,0.02,0.0
EBT,0.3,4.0,-0.06,0.36
