query_performance,type,value
top_5,not traced,0.41722920901793636
top_5,not traced,0.698278167030278
top_5,not traced,0.7321508680829112
top_5,not traced,0.674918551522869
top_5,not traced,0.3856237595741174
top_5,not traced,0.3804455555207399
top_5,not traced,0.43872561945066746
top_5,not traced,0.6113950387792062
top_5,not traced,0.3676583091334136
top_5,not traced,0.4997286588554259
top_5,not traced,0.41180841162012793
top_5,not traced,0.5156111375839466
top_5,not traced,0.3613315344900212
top_5,not traced,0.31793819579483584
top_5,not traced,0.5028297732578928
top_5,not traced,0.7299125454498258
top_5,not traced,0.5189458716414178
top_5,not traced,0.47033770069753217
top_5,not traced,1.0
top_5,not traced,0.18390432676860596
top_5,not traced,0.3134042802108581
top_5,not traced,0.36640525060792817
top_5,not traced,0.2169855006455532
top_5,not traced,0.3212702436502611
top_5,not traced,0.42879198632102233
top_5,not traced,0.2468726991096265
top_5,not traced,0.43791761594857814
top_5,not traced,0.3955966344613403
top_5,not traced,0.2010002632292795
top_5,not traced,0.19522909351173745
top_5,not traced,0.4605124493969117
top_5,not traced,0.8164867105403486
top_5,not traced,0.44450368580924055
top_5,not traced,0.4428642304987152
top_5,not traced,0.27670836400518817
top_5,not traced,0.44773463606005154
top_5,not traced,0.6494601511903122
top_5,not traced,0.28574162472877374
top_5,not traced,0.4406381673610878
top_5,not traced,0.435673658945328
top_5,not traced,0.5701471279558048
top_5,not traced,0.4888716067945779
top_5,not traced,0.4888716067945779
top_5,not traced,0.5170297979385952
top_5,not traced,0.199760898331503
top_5,not traced,0.4967038929565869
top_5,not traced,0.5437256449715959
top_5,not traced,0.46038913597567743
top_5,not traced,0.46145809689612494
top_5,not traced,0.5506175497907708
top_5,not traced,0.5506175497907708
top_5,not traced,0.5620082067542773
top_5,not traced,0.5620082067542773
top_5,not traced,0.34471060538011555
top_5,not traced,0.46870049907307754
top_5,not traced,0.6111417801812593
top_5,not traced,0.47581107415312196
top_5,not traced,0.6773017847043928
top_5,not traced,0.6812876742275534
top_5,not traced,0.35692118493245534
top_5,not traced,0.305705824412179
top_5,not traced,0.30796449580273233
top_5,not traced,0.4217600387614299
top_5,not traced,0.6526921125663272
top_5,not traced,0.4493455493495717
top_5,not traced,0.2423224541570108
top_5,not traced,0.3724594076731199
top_5,not traced,0.279655851452545
top_5,not traced,0.33459029062733325
top_5,not traced,0.18434121052464303
top_5,not traced,0.4024068231351781
top_5,not traced,0.20202260289462384
top_5,not traced,0.2586674603144307
top_5,not traced,0.18636485838976152
top_5,not traced,0.4152531064483761
top_5,not traced,0.32906544433108176
top_5,not traced,0.3756618844379396
top_5,not traced,0.34137540320116916
top_5,not traced,0.6458701993811452
top_5,not traced,0.4394737156762666
top_5,not traced,0.42337141990334004
top_5,not traced,0.5230211999562004
top_5,not traced,0.5142121875837172
top_5,not traced,0.45655527201808654
top_5,not traced,0.1735067275237789
top_5,not traced,0.21927535118483504
top_5,not traced,0.48769177840918243
top_5,not traced,0.2166010404243009
top_5,not traced,0.1537256455459245
top_5,not traced,0.21000748595385854
top_5,not traced,0.23666523214677676
top_5,not traced,0.5540629349452593
top_5,not traced,0.05760862967434729
top_5,not traced,0.31109697959030497
top_5,not traced,0.25531831233246954
top_5,not traced,0.2905349770835991
top_5,not traced,0.21169440740160966
top_5,not traced,0.2925318514743295
top_5,not traced,0.14250706706927474
top_5,not traced,0.26992392625297223
top_5,not traced,0.2936533457419646
top_5,not traced,0.41270262718203365
top_5,not traced,0.35433146038345625
top_5,not traced,0.293930969076369
top_5,not traced,0.30160978412632694
top_5,not traced,0.40795537907785373
top_5,not traced,0.42368139725486464
top_5,not traced,0.34453480968591116
top_5,not traced,0.2999197975553609
top_5,not traced,0.4440521140226474
top_5,not traced,0.42398578821833055
top_5,not traced,0.38430272139340804
top_5,not traced,0.3932070246716548
top_5,not traced,0.3984096106635541
top_5,not traced,0.41082162580317266
top_5,not traced,0.48999758579437397
top_5,not traced,0.3545762169434441
top_5,not traced,0.40504779187451273
top_5,not traced,0.15052409526422816
top_5,not traced,0.19129659795228665
top_5,not traced,0.17343252493565828
top_5,not traced,0.12491706708557561
top_5,not traced,0.10450434394799468
top_5,not traced,0.10450434394799468
top_5,not traced,0.16445168207525895
top_5,not traced,0.2339285289821651
top_5,not traced,0.12324104567385356
top_5,not traced,0.5072534759050279
top_5,not traced,0.5700679256714853
top_5,not traced,0.4978874333317671
top_5,not traced,0.562024370051086
top_5,not traced,0.5949628004996536
top_5,not traced,0.41024879190327057
top_5,not traced,0.38467701068851884
top_5,not traced,0.5444537877949283
top_5,not traced,0.396248766273658
top_5,not traced,0.35593948502177764
top_5,not traced,1.0000000000000002
top_5,not traced,1.0
top_5,not traced,0.24516087553587534
top_5,not traced,0.5097092417000187
top_5,not traced,0.6261957414525214
top_5,not traced,0.31591037111817594
top_5,not traced,0.3656107447029078
top_5,not traced,0.4002722256339779
top_5,not traced,0.4304696096830393
top_5,not traced,0.1959418796232127
top_5,not traced,0.41955161793399304
top_5,not traced,0.19671542235487727
top_5,not traced,0.22706735834003783
top_5,not traced,0.3225832755618767
top_5,not traced,0.1412956041315612
top_5,not traced,0.33787783749078304
top_5,not traced,0.24827499872747852
top_5,not traced,0.11602407847836137
top_5,not traced,0.18259959635165285
top_5,not traced,0.8537207905420394
top_5,not traced,0.36127901972666815
top_5,not traced,0.36165221956014276
top_5,not traced,0.35746333604843766
top_5,not traced,0.35086671987469453
top_5,not traced,0.34303194629401224
top_5,not traced,0.25028752851594677
top_5,not traced,0.43227913135781537
top_5,not traced,0.23290304846356957
top_5,not traced,0.4110794699271662
top_5,not traced,0.40346948743400574
top_5,not traced,0.40836237559437366
top_5,not traced,0.45109225940832387
top_5,not traced,0.4112304177647162
top_5,not traced,0.4653392481059682
top_5,not traced,0.2872406019891187
top_5,not traced,0.4067341877991323
top_5,not traced,0.578093317339453
top_5,not traced,0.22654281807832582
top_5,not traced,0.4014545781901709
top_5,not traced,0.40119939508224206
top_5,not traced,0.3870909062443854
top_5,not traced,0.17961616812849543
top_5,not traced,0.21051477283014444
top_5,not traced,0.3302836544057938
top_5,not traced,0.37637910388063633
top_5,not traced,0.20374306172807505
top_5,not traced,0.3206710274165423
top_5,not traced,0.26259711969600547
top_5,not traced,0.3005698632703776
top_5,not traced,0.23030283739011034
top_5,not traced,0.1537604288059072
top_5,not traced,0.13612477971356923
top_5,not traced,0.1508469228422668
top_5,not traced,0.3699777715478845
top_5,not traced,0.22510736044612653
top_5,not traced,0.13925842076982003
top_5,not traced,0.13370475769928397
top_5,not traced,0.1510808806756128
top_5,not traced,0.15969749610957118
top_5,not traced,0.22930728900729563
top_5,not traced,0.13679791357990873
top_5,not traced,0.20826303210491867
top_5,not traced,0.22502189749963183
top_5,not traced,0.14052160987843068
top_5,not traced,0.20870013811107047
top_5,not traced,0.19981673658796031
top_5,not traced,0.30581344742313155
top_5,not traced,0.18579478560312826
top_5,not traced,0.14143539317367362
top_5,not traced,0.24604729555778113
top_5,not traced,0.20573179081897797
top_5,not traced,0.19743101765692622
top_5,not traced,0.28143361192669636
top_5,not traced,0.18306648302587405
top_5,not traced,0.2194019456886211
top_5,not traced,0.21571369638450366
top_5,not traced,0.2781804562617868
top_5,not traced,0.2269284354608114
top_5,not traced,0.25432192542821064
top_5,not traced,0.1439073868400943
top_5,not traced,0.22999241924931965
top_5,not traced,0.3177163923849609
top_5,not traced,0.39444968411324355
top_5,not traced,0.44753482374628717
top_5,not traced,0.4909757347656034
top_5,not traced,0.4151390658300367
top_5,not traced,0.5280808707549152
top_5,not traced,0.3773077125673819
top_5,not traced,0.5745894240951788
top_5,not traced,0.5162695290744724
top_5,not traced,0.46519943046662887
top_5,not traced,0.7114767990715882
top_5,not traced,0.6974811665357756
top_5,not traced,0.6458873646942559
top_5,not traced,0.6568505067089673
top_5,not traced,0.6528628415387572
top_5,not traced,0.44604983822367045
top_5,not traced,0.46667650281774387
top_5,not traced,0.5671391617563313
top_5,not traced,0.538043995960162
top_5,not traced,0.7500928886341502
top_5,not traced,0.47651374420691284
top_5,not traced,0.5823613095032639
top_5,not traced,0.514338824993316
top_5,traced,-1.1102230246251565e-16
top_5,not traced,0.9999999999999998
top_5,not traced,0.5059957975296022
top_5,not traced,0.4499691582307175
top_5,not traced,0.28748902140965726
top_5,not traced,0.14922159079499978
top_5,not traced,0.46732463146577385
top_5,not traced,0.539303931454072
top_5,not traced,0.5655823522821655
top_5,not traced,0.1950873897452618
top_5,not traced,0.43696569494809817
top_5,not traced,0.45204377940782603
top_5,not traced,0.350503983902741
top_5,not traced,0.45410076342089895
top_5,not traced,0.4580747047817409
top_5,not traced,0.4983238646243924
top_5,not traced,0.4533020775317492
top_5,not traced,0.3350879514820506
top_5,not traced,0.28315691089216455
top_5,not traced,0.44975207378083043
top_5,not traced,0.3336326598892606
top_5,not traced,0.28311999161088125
top_5,not traced,0.28149977163284806
top_5,not traced,0.6417728427422752
top_5,not traced,0.6277828545846087
top_5,not traced,0.6525041947762472
top_5,not traced,0.31238591105399593
top_5,not traced,0.3767958468816499
top_5,not traced,0.40961784014321867
top_5,not traced,0.39599744113335644
top_5,not traced,0.5884834163561095
top_5,not traced,0.28559494343203634
top_5,not traced,0.21155666682595228
top_5,not traced,0.22351142770639984
top_5,not traced,0.20741759805669302
top_5,not traced,0.17538587279403384
top_5,not traced,0.3178088424714597
top_5,not traced,0.3152304081885392
top_5,not traced,0.3180194753971197
top_5,not traced,0.307526250595956
top_5,not traced,0.2253409667165588
top_5,not traced,0.2523214776946172
top_5,not traced,0.2523214776946172
top_5,not traced,0.19580472970345084
top_5,not traced,0.19580472970345084
top_5,not traced,0.18988547274861622
top_5,not traced,0.15600452980386276
top_5,not traced,0.1990922962284125
top_5,not traced,0.20851499925436362
top_5,not traced,0.23307690192362887
top_5,not traced,0.3903004345451231
top_5,not traced,0.4204394304754143
top_5,not traced,0.4314652534264565
top_5,not traced,0.38301531996396193
top_5,not traced,0.15922971587309515
top_5,not traced,0.39314683919623455
top_5,not traced,0.21525400179853588
top_5,not traced,0.27925746748936564
top_5,not traced,0.2792346142721627
top_5,not traced,0.2648459701490514
top_5,not traced,0.2523670768628186
top_5,not traced,0.18229350556849097
top_5,not traced,0.37586266840800314
top_5,not traced,0.39293471803888214
top_5,not traced,0.2571322672038436
top_5,not traced,0.2900822548278619
top_5,not traced,0.23784014884412535
top_5,not traced,0.27657422177198754
top_5,not traced,0.3341445439773957
top_5,not traced,0.4073449327170913
top_5,not traced,0.36099788297639357
top_5,not traced,0.38514945049741023
top_5,not traced,0.11051501125811278
top_5,not traced,0.2193521077041537
top_5,not traced,0.22304721143987857
top_5,not traced,0.21526177842538627
top_5,not traced,0.1364949853080909
top_5,not traced,0.16220251252336984
top_5,not traced,0.20943323511152429
top_5,not traced,0.20071594646148963
top_5,not traced,0.11202115867548938
top_5,not traced,0.1535637366814207
top_5,not traced,0.10125103720691572
top_5,not traced,0.2832980717094464
top_5,not traced,0.12657491847546526
top_5,not traced,0.21456096177739167
top_5,not traced,0.2720657377028146
top_5,not traced,0.14227455523392313
top_5,not traced,0.17179752181012667
top_5,not traced,0.12047676201312278
top_5,not traced,0.14302313710642137
top_5,not traced,0.1068834715313526
top_5,not traced,0.11266970407819661
top_5,not traced,0.1343686467487405
top_5,not traced,0.3903690002387267
top_5,not traced,0.31693779386330057
top_5,not traced,0.3224415862187108
top_5,not traced,0.43395685662541245
top_5,not traced,0.24210741838942246
top_5,not traced,0.4594570833297489
top_5,not traced,0.11336431729632052
top_5,not traced,0.2527431932598429
top_5,not traced,0.2498331120927877
top_5,not traced,0.3608779217491216
top_5,not traced,0.11216257013359415
top_5,not traced,0.34355574247276854
top_5,not traced,0.4082350495323586
