technique_type,query_index,ap,auc,lag,query_id
DIRECT,0,1.0,1.0,0.0,1
DIRECT,98,0.5916394432508714,0.6235338452117387,120.70903010033445,165
DIRECT,97,0.6098772663384608,0.608389467238212,122.32775919732441,164
DIRECT,96,0.5907248154808753,0.5902421216260775,143.6153846153846,163
DIRECT,95,0.5842574186074053,0.5824344057656978,139.68227424749165,162
DIRECT,94,0.5863300991290636,0.5858848744641765,142.1772575250836,161
DIRECT,93,1.0,1.0,0.0,159
DIRECT,92,0.5613650693449357,0.5335272504592774,140.94648829431438,158
DIRECT,91,1.0,1.0,0.0,157
DIRECT,90,1.0,1.0,0.0,156
DIRECT,89,1.0,1.0,0.0,155
DIRECT,88,0.5587698487867443,0.5510033444816054,152.06354515050168,153
DIRECT,87,0.6040316781810217,0.5469876112864478,144.7123745819398,152
DIRECT,86,0.6399834668701787,0.6057692307692308,126.17725752508362,151
DIRECT,85,0.5413419457291659,0.5602301097555231,157.35117056856188,150
DIRECT,99,0.5906948989518932,0.624434735503321,120.23076923076923,167
DIRECT,84,0.5894874769787053,0.5873098120495549,147.6086956521739,149
DIRECT,82,0.5923625657260303,0.5668778557633426,134.62876254180603,147
DIRECT,81,0.5267895736935104,0.5274918743228602,142.34113712374582,146
DIRECT,80,0.6060473932111555,0.5913608742757548,142.75585284280936,141
DIRECT,79,0.5462773641406055,0.5440081963352018,173.10033444816054,139
DIRECT,78,0.01751700680272109,0.8063218390804597,112.33333333333333,137
DIRECT,77,0.5033916843590492,0.4758584954543313,175.09698996655518,135
DIRECT,76,0.49121101743063583,0.45504969617033303,181.23411371237458,134
DIRECT,75,0.5951384633006032,0.602042017994253,144.94314381270902,127
DIRECT,74,0.5245934851144113,0.5225634744924396,163.0702341137124,125
DIRECT,73,1.0,1.0,0.0,122
DIRECT,72,0.5718333508381479,0.5758985350228462,148.42809364548495,121
DIRECT,71,0.5425662818366787,0.5447854350181356,160.77591973244148,120
DIRECT,70,0.5470975434585457,0.5323025107164727,163.62541806020067,119
DIRECT,69,0.5441032196927129,0.5298883602619058,162.10033444816054,118
DIRECT,83,1.0,1.0,0.0,148
DIRECT,68,0.526015823293703,0.5136487823260635,162.84615384615384,117
DIRECT,101,0.6132093789391406,0.6090195016251355,127.15050167224081,169
DIRECT,103,0.8666666666666667,0.9988505747126437,0.6666666666666666,171
DIRECT,133,0.04,0.9587628865979381,24.0,210
DIRECT,132,1.0,1.0,0.0,205
DIRECT,131,1.0,1.0,0.0,204
DIRECT,130,1.0,1.0,0.0,203
DIRECT,129,0.5582567785067416,0.5474939940647228,167.35117056856188,202
DIRECT,128,0.5345113682151919,0.5435724716190118,167.12040133779263,201
DIRECT,127,0.4947588771100806,0.46415280983560225,182.54849498327758,200
DIRECT,126,0.4922144818510266,0.47967403080691506,180.03678929765886,199
DIRECT,125,0.5594617150534229,0.564122191342032,144.38127090301003,198
DIRECT,124,0.5243078767514646,0.4867869423901267,173.61872909698997,197
DIRECT,123,0.5597564258025077,0.5518394648829431,160.25083612040135,196
DIRECT,122,0.47127094453134777,0.45123416081774925,186.18729096989966,195
DIRECT,121,0.4504598053553602,0.41343798577417684,189.89297658862876,194
DIRECT,120,0.5294117647058824,0.972461273666093,16.0,193
DIRECT,102,1.0,1.0,0.0,170
DIRECT,119,0.5526315789473684,0.9853700516351119,8.5,192
DIRECT,117,0.6297988478933032,0.6367586791652927,114.74581939799332,190
DIRECT,116,0.5722185135131044,0.569574638466249,141.18729096989966,189
DIRECT,115,0.5430360773623724,0.564322389184606,150.2876254180602,188
DIRECT,114,0.596320224969135,0.6158909981628904,137.86622073578596,187
DIRECT,113,0.6122814650610103,0.6119812520608602,110.1438127090301,186
DIRECT,112,0.6096585074573972,0.6144071788591078,109.51170568561874,185
DIRECT,111,0.5922980346444899,0.596919308493099,114.44147157190635,184
DIRECT,110,0.5833333333333333,0.9982788296041307,1.0,183
DIRECT,109,0.5807062184559635,0.6009114890008951,138.81939799331104,182
DIRECT,108,0.017844298124273777,0.6639414802065404,193.5,181
DIRECT,107,0.19444444444444442,0.9896729776247848,6.0,180
DIRECT,106,0.5847418520136294,0.5526167035658769,153.69565217391303,178
DIRECT,105,0.6015220596829265,0.5712939846436478,152.5752508361204,177
DIRECT,104,0.6391735966588652,0.6352748598615102,120.23411371237458,176
DIRECT,118,0.5583796260913835,0.5535058175137783,158.2140468227425,191
DIRECT,67,0.5278693217507104,0.5265674313439164,172.2541806020067,116
DIRECT,100,0.779376658846751,0.9635627530364372,20.76923076923077,168
DIRECT,65,0.08105159470007707,0.639370306181398,160.66666666666666,114
DIRECT,30,0.5269771887100433,0.5257548636299402,171.3979933110368,53
DIRECT,29,0.543588090804894,0.5366008761599698,160.11371237458195,52
DIRECT,28,0.518694043599844,0.5103455179235951,165.9933110367893,50
DIRECT,27,0.29537168236922134,0.7746967071057191,96.83333333333333,49
DIRECT,26,0.5131129578008025,0.5125653587074285,153.43478260869566,48
DIRECT,25,0.5039603666207478,0.49853973338357904,158.63879598662209,47
DIRECT,24,0.2688301418688708,0.7709416522241478,108.83333333333333,46
DIRECT,23,0.532993550548858,0.5149559564746338,157.9665551839465,45
DIRECT,22,0.23517205682573267,0.8515570934256056,85.8,43
DIRECT,21,0.07657664642414214,0.7874493927125505,121.15384615384616,42
DIRECT,20,0.572769911836918,0.5637806773752885,146.52173913043478,41
DIRECT,19,0.7420746310219994,0.9926442121564072,4.222222222222222,40
DIRECT,17,0.5906198237848115,0.5586344151867728,148.81939799331104,37
DIRECT,16,0.006185352669057644,0.49827586206896546,349.3333333333333,36
DIRECT,31,0.007575757575757576,0.774914089347079,131.0,54
DIRECT,15,0.558251457139497,0.4984690753214942,173.50501672240802,35
DIRECT,13,0.5296693297306638,0.5065653116020538,170.9598662207358,33
DIRECT,12,0.006493506493506494,0.7371134020618557,153.0,28
DIRECT,11,0.51033340687717,0.48033939422488103,172.1505016722408,27
DIRECT,10,0.024726775956284155,0.8984509466437176,59.0,23
DIRECT,9,0.5617522687796177,0.5596825097743653,155.36789297658862,16
DIRECT,8,1.0,1.0,0.0,11
DIRECT,7,0.464310829582803,0.43436454849498324,187.29096989966555,10
DIRECT,6,0.5668929211936308,0.589076263601677,127.29431438127091,9
DIRECT,5,0.4997547022571839,0.49385274859861505,171.05685618729098,8
DIRECT,4,0.5964204365687211,0.6041970888878421,132.31103678929765,6
DIRECT,3,0.5270868014071992,0.5349345235291346,166.9264214046823,5
DIRECT,2,0.24959024204307223,0.6711438474870017,136.16666666666666,4
DIRECT,1,0.5060553010677079,0.527792171086721,156.26421404682273,3
DIRECT,66,0.5242388000970986,0.5297705968250979,169.02006688963212,115
DIRECT,14,0.5336354836724051,0.5209854444392106,161.8227424749164,34
DIRECT,32,0.027673493242617475,0.6929520508376661,167.5,55
DIRECT,18,0.489024267897485,0.4856681897404494,179.4314381270903,38
DIRECT,63,0.06933326516277827,0.9182553437319468,47.166666666666664,104
DIRECT,64,0.5423495016957318,0.5461043855103868,173.22073578595317,112
DIRECT,33,0.5836614986786768,0.582681708982995,118.52508361204013,56
DIRECT,62,0.5047028669478271,0.5049460643459419,178.35785953177256,100
DIRECT,61,0.041666666666666664,0.9604810996563574,23.0,98
DIRECT,60,0.5582498370300367,0.5793077865184418,141.95317725752508,97
DIRECT,59,0.4848044903552413,0.478096000753686,148.19397993311037,95
DIRECT,58,0.0017152658662092624,0.4286941580756014,484.0,94
DIRECT,57,0.42595770315503434,0.6602930926965261,106.32478632478633,93
DIRECT,56,0.5602611797632233,0.5537884497621179,138.65217391304347,92
DIRECT,54,0.5272455906493797,0.471830985915493,175.99665551839465,87
DIRECT,53,0.49373967850230066,0.46256300343869233,154.90969899665552,86
DIRECT,52,0.4984582716860546,0.4957075227283434,174.3210702341137,80
DIRECT,51,0.005145797598627788,0.325,384.0,79
DIRECT,50,0.5257386732051548,0.44363841914362423,183.9866220735786,76
DIRECT,49,0.5292871846710854,0.44673559753167846,182.2140468227425,75
DIRECT,55,0.5439991288084074,0.5196959348061614,163.8160535117057,88
DIRECT,47,0.5134086034153922,0.4832304865985209,177.41471571906354,72
DIRECT,34,0.015384615384615385,0.8900343642611684,64.0,57
DIRECT,48,0.5180506322196676,0.44176598049837484,184.4046822742475,74
DIRECT,36,0.0017152658662092624,0.39948453608247425,476.0,59
DIRECT,37,0.0056179775280898875,0.6958762886597938,177.0,60
DIRECT,38,0.3333333333333333,0.9965635738831614,2.0,61
DIRECT,39,0.5330515878741096,0.5379433793395827,169.53846153846155,62
DIRECT,40,0.5536003418962441,0.5202082057562768,172.22408026755852,63
DIRECT,35,0.03333333333333333,0.950171821305842,29.0,58
DIRECT,42,0.5598020142183816,0.5421239813462716,166.33779264214047,66
DIRECT,43,0.5252418987852724,0.5193485326675774,163.9297658862876,67
DIRECT,44,0.007511007511007512,0.5471264367816092,262.6666666666667,68
DIRECT,45,0.005714285714285714,0.7010309278350516,174.0,70
DIRECT,46,0.5002736037440504,0.48944839606199075,173.80936454849498,71
DIRECT,41,0.5435561090972966,0.5061531395732253,166.68896321070235,65
TRANSITIVE,86,0.6792732988145388,0.7107729991992086,82.14046822742475,151
TRANSITIVE,87,0.7070283314010268,0.7002920533232841,85.11705685618729,152
TRANSITIVE,88,0.6757986006854256,0.7009515285694098,84.92976588628763,153
TRANSITIVE,89,0.058823529411764705,0.9725085910652921,16.0,155
TRANSITIVE,90,0.022727272727272728,0.9261168384879724,43.0,156
TRANSITIVE,91,1.0,1.0,0.0,157
TRANSITIVE,94,0.6867218843986282,0.7270950115408169,77.50501672240803,161
TRANSITIVE,93,0.009900990099009901,0.8281786941580757,100.0,159
TRANSITIVE,95,0.6852284642258465,0.7127043195628622,81.59197324414716,162
TRANSITIVE,96,0.7060393833072347,0.7113971454142918,81.96321070234114,163
TRANSITIVE,97,0.6804606833249531,0.7130693862169675,81.48829431438126,164
TRANSITIVE,98,0.6637751325887803,0.7122097131282679,81.7324414715719,165
TRANSITIVE,85,0.6640649308857328,0.6966413867822319,86.15384615384616,150
TRANSITIVE,92,0.6610192464030129,0.7017169909086626,84.7123745819398,158
TRANSITIVE,84,0.6838687856205987,0.7134580055584343,81.37792642140468,149
